PG.ProteinGroups,300_24
Q495W5,1.71498691487303
Q8N2K0,-7.49909059747197
O96001,-2.49391665974351
O75157,-1.99513365538427
P52788,-8.28013871736244
Q9Y5R2,-6.55977381918546
A2AJT9,-13.9263472699342
Q9Y484,-4.19983437533257
A8MXV4,-6.26771335124062
O60934,-11.4414027279573
Q9NXN4,-6.66191058422031
Q9NWZ5,-7.44900150937107
P53671,-6.65619677501057
Q7L523,-11.4130243611409
O95232,-8.5667994534283
O43295,-7.71454531919947
Q9Y320,-4.38274448433683
Q8N2K1,-3.56510517626282
P13995,-7.1473301117504
Q8WUM0,-13.2052877645337
Q2KHT3,-4.17589561658544
Q5VTB9,-4.74319650163058
Q8TBP0,-0.514432438418861
Q9HCJ2,-1.11151531379382
P22413,2.47901145327433
Q9NVI7,-6.49757184553621
O43347,-8.7753393864799
Q00013,-2.4928630704413
P78324,-1.72084792653937
P62280,-4.32681347531163
Q8TC12,-7.58377776297432
P08574,-3.88646999198199
P09543,-8.18852807288544
Q00973,-2.44595846402234
Q14849,-11.6249463285419
O96028,-4.86491093776931
Q9UPR5,-6.66942636618552
Q8NFU7,0.0861481874637914
Q9H9Y2,-7.4104912271337
Q86XZ4,-5.22461725482138
Q9UBU8,-6.16940786423632
Q9NR31,-4.27081060394308
Q9HCE1,-6.30458947832197
P40855,-4.06436509213132
Q9NZV5,-6.07808532438464
P51523,-1.50096245668695
Q8WZ74,-4.13389925994336
Q5VSG8,-3.76657128970463
Q9Y6M1,-11.3359547785822
Q6RFH5,-6.76679184161254
Q8WZA0,-5.29262980037404
P48380,-2.87559288128342
L0R819,-3.001704984627
P46013,3.62134249381062
Q96J42,-5.74356280856511
Q8N0U8,-8.86899681488754
P51692,-3.95207500062648
Q9BRK4,-3.5438186696875
Q9GZM8,-5.46491771816081
Q9Y2T2,-8.24118572173053
Q8N5C8,-13.4555021946003
Q96BT7,-3.66959936297839
Q9H1V8,-3.89586012033593
Q9P0U3,-3.6734097181082
Q8N9I9,-8.01642842799615
Q9P270,-8.14413275945138
Q08828,-23.2534966642115
Q9UNP4,-3.84705303821733
P82650,-8.80274764775531
Q96EZ8,-3.39682813919507
Q96KM6,-7.36953726508328
Q14651,-2.84387792821187
O75716,-20.416597248646
P13611,-1.52301037415917
Q86X02,-3.55039970854965
Q8NAV1,-7.25143544529833
Q9BYD3,-12.2747501167698
P35637,-9.45094297685822
Q7Z2K6,-13.1741644902035
Q9HCM7,-13.3093041664833
Q9Y216,-7.20618277158847
P30519,-5.88941643417757
Q9C026,-10.2424491384012
P48444,-8.75312113918841
P55011,-4.41171604765341
Q7Z7L7,-2.73081460683792
Q96BM9,-8.52300388269035
P98172,-23.2534966642115
Q9NSC2,-7.00588800805463
Q8IWZ8,-6.71466063834735
Q9GZR7,-8.9650849575324
Q9HCK1,-1.65973091163498
Q7Z3E2,-4.12848096701066
Q15375,-6.3009631199178
P10644,-6.47068646393205
P61019,-8.94520775969271
Q9UKE5,-5.64077100513369
Q9HC62,-6.0228797329316
Q5THK1,-15.4464566892907
O15066,-5.61899309965573
O43772,-0.99958322441958
Q9NTJ3,-3.57620037058639
P48730,-7.62392074658446
P34931,-8.60002351958682
Q96JA1,-5.84672394209966
Q9NV35,-14.2958440774669
O60927,-6.52115752237023
Q9BYC5,-4.93724206823492
Q5H9R4,-6.59739893696384
P46087,-5.35861059729676
Q14CX7,-11.205331748853
Q9P0J0,-9.97959246702156
Q8NI37,-2.59695559025571
P28715,-5.67306435482741
P16455,-5.97431486463222
P09661,-5.76414574752883
P78563,-4.71402000067139
Q02338,0.85344696932578
Q9NXA8,-8.41599836932231
Q13491,-7.50303563013118
Q9NXH9,-3.38296800995129
Q9NP66,-4.64761755230772
Q6T4R5,-12.9310827015024
Q7Z417,-7.04812805197672
Q9Y2J0,-2.85799973313188
Q96C19,-6.71394261354629
Q9NVM9,-8.33114958631299
Q8TEY7,-5.58367498671764
Q9UH77,-0.764178384509536
O75038,-3.23971256863538
Q9HCM9,-13.329217472942
Q8N335,-6.87067194809925
Q13424,-1.04895999098104
Q7Z7A3,-16.206857463003
O00522,-6.39213988567017
Q9H2B2,-5.35405791720381
Q8IWW6,-6.97054874349819
P40121,0.592468460614081
Q9GZS1,-3.41152457986869
Q9ULC3,-7.64010625941779
P42285,-7.93543355144635
Q14114,-7.29572040214387
Q13823,-3.65566114728659
O95758,-5.32298952343022
Q96PE2,-6.92811277118104
P00352,-3.44808657003343
P42898,-5.57150028510505
P42262,-18.1366950616991
Q9H3N1,-8.83916354981604
Q6N021,-3.43247096634094
Q9UKR5,-8.14690055573526
P60983,-4.97963004544336
P23396,-7.93707230954996
Q9Y314,-8.09206204564881
Q9NPE3,-2.56743974918152
P40222,-6.66540897228656
Q9H336,-4.84680136576575
Q8TCF1,-3.4855334427099
Q8WXE9,-4.45642530655357
Q13557,-4.90056020877777
Q15024,-8.65447706679052
Q8TCX1,-5.29330017742902
Q9BV44,-8.59380587650804
P29320,-6.32866733621213
Q9NRJ4,-3.44165356381216
Q6N043,-13.2745137570788
P18858,-1.69671386334334
P19838,-16.5163991088259
Q86YT6,-13.0164549131819
Q6PCB6,-8.39946109076869
Q92609,-4.89254588509014
Q8N7H5,-8.52724640946503
Q9UHX1,-8.86875140185924
Q8TCA0,-9.86422651150246
Q14416,-8.3269359978396
Q96JQ0,-3.85508515918708
Q9UL40,-15.6322134227466
Q99504,-3.01545421528322
Q7Z7H5,-2.13531168286506
P48739,-8.72812831666506
Q8IUQ0,-6.09202721078865
Q9Y5S9,-6.69670541954682
Q9NRG4,-3.86764460367432
O75832,-7.54409629459857
Q4KMQ1,-1.88508158658623
O43296,-23.2534966642115
O95631,-0.418801832354832
Q9Y6N1,-7.78909223859692
Q6NT76,-5.02516672257142
Q6ZW49,-4.58610539084957
Q9UGN5,-5.38125445091578
P62820,-7.28725201544272
Q9BVL2,-23.2534966642115
P50583,-23.2534966642115
Q92673,-3.14701017767599
Q14257,-8.03900834927752
P52824,-5.55127185696374
P56962,-11.8762415266728
Q9UPS6,-8.26764055152747
O14917,-7.59372469111579
A6H8Y1,-12.7418372691136
Q86U70,-14.1138676673894
Q01433,-13.7558330257222
Q49A26,-7.84176369894071
Q9HCH0,-5.79077029813753
O43169,-8.91290652228426
O00193,-6.24824138279541
Q9Y5F7,-3.62065432281916
Q13454,1.44937248803743
Q92905,-7.44908179486893
O14508,1.82255362911865
O15090,-3.96633555341216
P52429,-6.52845341673657
Q9UJY4,-6.89265454546878
P62847,-6.67440320634878
Q92610,-2.44768585878826
Q9H0X9,-8.45744853205734
Q93075,-6.81104996441859
Q9NR80,-5.05139457988161
Q9UM13,-3.99122886787267
Q9NR61,-4.05178312211957
Q96JN0,-7.06787309838152
Q8IZU2,-4.70383477974418
Q8N9N8,-4.00660449085853
Q9P2Y5,-3.15768923821118
Q8N594,-3.54795356833702
Q15723,-2.71510597273207
O75792,-2.99393955149011
Q86TA1,-3.9982183684
Q8N6W0,-7.59076284229573
Q9UM19,0.760974239818691
Q9NTJ4,-5.41755025295669
P60468,-5.04962320063915
Q96SZ6,-3.78316942790763
Q7L5Y6,-3.05446250370201
P50995,-5.22789819801925
Q16825,-2.97354824302731
O95201,-0.251780948668982
Q96HS1,-7.84545144561738
Q9UK39,-7.21121832840738
Q8TF46,-3.01713983910803
Q9NU19,-12.8488624697195
Q8IYR6,-5.40304652666452
Q96A83,-23.2534966642115
Q86SK9,-9.29169342444789
O43493,-4.73270634003972
Q9H5V9,-6.02018176546076
Q9H223,-8.32758419181577
Q969H6,-1.21860169022278
P51687,-4.61489787416297
Q9Y462,-5.71189460464511
Q13464,-11.6195677117192
Q8IY63,-5.53908888491414
Q147X3,-6.68701664716723
P48051,-2.60275711396776
Q96Q07,-4.82967193669827
Q9BTN0,-5.2142968948454
Q14562,-7.16548124585243
A6NHL2,-11.6498330556068
Q13275,-23.2534966642115
Q5T3F8,-13.9050691620333
Q9UL68,-12.8690592722839
Q9UF56,-12.215108861674
Q8WVM0,-7.83103758077727
Q96G97,-4.19283087911154
Q0VDG4,-6.53034112662296
Q13569,-7.5432919063042
Q12824,-8.04418780532402
Q9H7Z7,-5.58515625233273
Q9NRR5,-5.76657496509584
O95057,-8.69677633421461
Q9H6E4,-4.94624200174507
Q15382,-8.88435765991448
Q15428,-6.45913122949283
P26006,-2.18180462365389
Q9UNI6,-11.6281179351024
Q9UHY1,-6.86707400623274
Q2TAA5,-6.62740003788114
P62140,-5.28538740312491
Q9BUL5,-5.84814483907732
Q01167,-5.22120647592203
P52298,0.0463241916736894
Q9BV86,-3.71459991300737
Q86UN2,-12.5889055420457
P52758,-6.06044981282459
Q9GZZ9,-8.30490178747507
Q9Y2K7,-3.18049590934868
O15060,-5.95718868926705
Q9Y653,-7.03976460407815
Q7Z5G4,-4.52738972042346
Q9P219,-4.94962636981028
P08138,-7.47120818897667
Q14155,-7.91588087719603
Q9NPQ8,-2.87024479418154
Q9Y5T5,-5.08731070087437
Q06587,-8.61908171367006
Q8WV74,-2.24842283409088
Q16762,-0.768154088593462
O43151,-12.5793535586331
Q8WUH2,-7.61646639597246
Q9H0F7,-7.01447577142691
Q0VG06,-8.00413935966825
Q96CM8,-4.42358604462487
Q5TEU4,-3.08816330163431
Q75V66,-6.71611564337543
P05787,-9.9085111640225
Q14644,-3.35394115420293
P53701,-8.21302695528879
Q6STE5,0.395472698291744
Q9HAT8,-7.31457502986615
Q14320,-6.04424431546035
Q7Z5L2,-3.83845070834533
O15126,-4.88366526945546
Q8TDQ7,-4.15132181302338
O60293,-5.57028774025923
O94868,-4.28668709593717
O60828,-6.7767236803185
Q76KP1,-8.97062408557328
Q14CW9,-3.97478528106892
O00461,-11.3410188207596
Q53GT1,-7.42260541034697
Q04726,-4.77603226072025
Q86WK6,-5.81027056050311
Q9HCE5,-6.72513302564927
Q6PK18,-2.28475944670152
Q8NDX5,-4.37301942775342
P98174,-10.1102107359772
Q9H0C8,-11.8263862142118
O14559,-12.1383336085649
P49247,-2.11389474398017
Q14011,-7.18981573931143
Q3ZCW2,-4.20181005216708
Q05D32,-6.55847178107687
Q9GZT3,-8.29318859173003
P05141,-5.22924327401008
P49759,-2.19079937136771
Q8TBB6,-15.1043547464085
O76039,-2.52219907428585
Q8NDY3,-4.52326433625063
P29590,-11.2911220363074
Q8N183,-8.15389319006532
O43929,-6.58555097182735
Q8WZA1,-3.67965851727243
O14908,-4.45677732476876
Q5JU85,-1.60829048718481
Q86XN8,-3.50266927312226
Q676U5,-6.24443299924144
Q9P2T1,-8.72722742802292
Q5JPH6,-7.85966186668982
A6NIH7,-5.55531769838242
P10398,-4.56341680817895
Q9H0E9,-5.73370892655202
P35475,-3.50984925817931
Q9BXY0,-7.53343497012329
Q9BXI6,-6.79073380425413
Q86V21,-6.72266740648811
P30049,-5.66242144120037
Q9BW61,-5.26845114635251
Q9Y546,-7.43420615455829
Q9BTC8,-23.2534966642115
Q04760,-7.44747842342123
Q92643,-6.23238152822951
Q9BYN8,-15.1098925108378
P63098,-7.87608055243485
Q6PUV4,-7.51746474766951
P04216,-4.92910613548099
O75143,-8.50042442064653
Q14964,-6.05640930788839
P62979,-4.4949538465517
Q8NEM7,-3.53210447070321
Q8IY95,-0.612056967912911
Q8NBJ4,-8.15518717403172
Q9H3H3,-6.76205787133092
Q99933,-6.92012719052289
Q9H2H0,1.15048558167739
Q08554,-23.2534966642115
Q9BZK7,-8.33148474854974
Q92563,-14.503848626458
Q96JJ7,-9.14621805318557
Q9Y399,-1.74913187607737
Q8TE04,-7.57602315842472
P50579,-7.02376846824975
P48454,-8.05009680726466
Q9BVS5,-8.96986584382765
Q96AY3,-2.83327039794566
A8K855,-5.7231424733917
P47756,-8.72504415072591
Q15652,-1.56547565914518
P60660,-9.0766182899523
P24821,-3.08507955461503
Q96CN9,-2.35965176876031
Q96A49,-6.36166670874576
Q96RT7,-13.923998337804
Q96AE7,-5.84462448406872
P15735,-4.11451144185839
Q05516,-8.00509187691989
O95716,-4.00073502085349
Q9UPN6,-6.25929046643182
Q8NHP8,-7.69485225990022
P49755,-6.7638570653653
P52630,-15.2021818212833
Q9P0K9,-6.99319817408476
O95926,-6.4663912372988
O94876,-10.6718843727526
Q96LZ7,-4.31527540988636
Q9C0K7,-3.95927402306603
O14594,-3.30137257343659
O75376,-5.42010894056307
Q9ULB5,-5.34300424238668
Q8NFH3,-5.61402894848703
P80192,-3.42572588302873
Q5T2E6,-12.7818056999023
Q9BRL6,-23.2534966642115
Q96SN8,-2.61084756562481
Q9UKA4,-4.41750047716799
Q12772,-2.24368481645668
Q9BUB7,-7.54514031049664
Q9UBW8,-1.64232724168337
Q92888,-4.892204450182
Q9HC36,-16.7251552389299
Q7L8J4,-12.0869256534995
Q8TCU4,-11.3453708275331
O95251,-11.6829771883374
O14867,-4.38207959850228
Q9NVV4,-3.44682687323428
Q9BU76,3.62513176000382
Q96AP0,-3.83656792077858
Q969R5,-2.55360270505347
O60296,-5.23414099406108
Q99447,-6.39765889806015
A5PKW4,-2.71516600570399
Q15022,-5.03662652978997
Q9Y3A2,-7.62571543171279
Q9NRR6,-2.21275988936961
Q6ZSJ8,-4.29777826184904
O94887,1.62637022320192
Q15366,-6.96080985929123
Q9H9Y4,-12.6602196701582
P42229,-5.28363179230612
O14544,-5.3619463850219
Q9NUM4,-5.083565162766
Q86UY6,-6.69222534545339
Q6PML9,-3.70015964506628
Q58A45,-3.52631846873843
O94811,-8.62220426659522
Q9NYF5,-3.35699903632248
Q96RU3,-2.76293980582003
Q92665,-8.80668750581097
Q02818,-5.34022530004347
Q14681,-3.4046060369382
Q5JR59,-4.80781188848704
P10746,-5.48697632280388
Q9NWT6,-3.53961499252018
Q8N5H7,-8.06065602189288
P52746,-5.41165309284795
Q9BXB4,-12.2059398415916
Q9HA65,-23.2534966642115
Q01650,-8.97724589073383
Q8TAP6,0.738779520637236
P62834,-5.37834081787197
Q9P2R6,-6.07298173669441
Q9NSY1,-3.08063923563208
P51148,-5.11197637707824
Q99426,-11.9827129425584
P85037,-2.75096942451307
Q6UB98,-12.115723130107
Q9UH62,-8.22085226780325
Q8IWY9,-2.97511370298112
A7MD48,-4.72092571453332
Q10469,-3.95811434819229
Q9H4A6,-6.84005321379773
Q9UHG3,-10.5167115103821
P61758,-8.76037375235982
Q8N157,-1.20108167028379
P49736,-5.43544207625006
O00505,-3.53049750966406
Q9Y6J0,-9.97492467196541
O94829,-4.64222445977086
Q8N944,-8.86929456226648
Q9H3T2,-3.29655141739676
Q6PJG6,-5.77462755201175
Q9H5U6,-3.17910799581815
Q8IUW3,-13.4778534266714
Q05655,-2.00941132072689
Q14865,-0.877736609565767
Q9Y2G0,-7.31207970061592
Q6DKJ4,-10.9853372797038
Q04206,-23.2534966642115
P56945,-6.61268235676791
P21912,-7.98668776566069
O95340,-3.55160450812271
P42695,-5.4433784044005
Q9H0E3,-4.99600372883084
P23743,-8.80043813860002
Q14739,-5.64150651375338
P28799,-1.63979672174986
Q9UHL4,-3.94698296390608
Q9BRJ7,-9.05457263067476
P41247,-5.64942202934669
Q86YW9,-1.5268331184027
Q9UG01,-6.50150252387442
Q9NVX7,-11.1687361318689
Q9GZL7,-3.6784317238275
Q9NVM4,-6.25764777868257
Q96NW7,-12.2344615668478
P43378,-5.39121733312083
Q8NG11,-7.28447163792501
Q14677,-0.356223055737313
Q6V1X1,-2.3951872466987
Q96JJ6,-4.74365775408177
Q15464,-8.0863280913041
Q96F85,-12.8454206071312
P40424,-11.9073364300061
O43670,-6.79939982245809
Q92932,-11.9857873744358
Q9NZC9,-2.21950963195553
P09001,-6.39710121393729
P23919,-8.27684393659679
Q96EK9,-23.2534966642115
O43556,-4.63746890585903
P61086,-7.75036846386251
Q9Y6M5,-7.3429717886772
P11940,-7.09669061984882
Q9H9Z2,-15.7111995515799
Q9UQL6,-3.76492389794851
Q9H9J4,-12.4837598695772
Q9BT40,-7.9943416067739
Q9H4M3,-8.07784010915157
Q16222,-5.13810775477705
Q99614,-5.94704812712349
P07203,-5.78814216347696
Q9Y5R8,0.220644908272799
Q9NZC7,-12.9914535827657
Q96LT9,-7.41647585088688
P42166,-4.71242218883918
Q76I76,-3.89258198183594
Q63HK5,-3.75529295547531
P58166,-3.50676989939621
P63151,-6.58566198380337
P78509,-6.83428190528352
P78364,-4.49945355776485
Q9NVM6,-5.30680350436258
O75943,-5.89978331569783
Q9UBF8,-9.62022210182428
P84095,-3.51113628993151
A6QL63,-7.13648271834276
Q9BWE0,-5.16918343218717
Q8NCN4,-5.68581694568969
Q9Y4C1,-4.0957519626585
P51512,-5.65434873860044
Q13492,-8.6445931818616
Q7Z7H8,-2.09036153982107
P51157,-4.76964925385204
O60583,-10.9131678622037
Q9BUN8,-7.57288195845041
P12814,-7.3069722141081
Q8N5U6,-4.41314577632005
Q92529,-3.66026391174922
Q9NVR2,-5.0023132111674
Q5FWE3,-3.89061352623203
Q5SYE7,-5.8161560576196
Q86V87,-3.44581725310544
O76062,-1.57323333867986
P27694,-11.3777523670827
Q08629,-6.38806131517672
Q96RR1,-0.931225644664352
O75663,-5.92921794752493
Q08623,-5.08768556853904
O43639,-8.44412297549577
Q8IZA0,-4.79209945101774
O14979,-7.4954341789721
Q96S59,-5.21306227124389
Q92692,-5.69822264265572
Q4VCS5,-7.16624008941869
Q96G21,-8.61450738963977
Q969Q5,-6.24378027148813
O95182,-7.69179430098569
A6NE02,-6.37798388230557
P61916,-8.10459015533742
O60347,-1.05168579885655
Q719H9,-6.00549032927856
Q15311,-13.2932576160804
P10606,-5.23721798133747
Q9BY11,-4.12219069464871
P63220,-3.26435079959568
P36507,-12.5432483630772
Q6PJI9,-1.94680353411762
Q8TEQ6,-8.8666371916542
Q8N0U4,-12.0708121046605
Q8IYT2,-2.20921056191244
Q9NRX4,-3.5510893948682
Q9BXP5,-8.32209631261077
O75521,-4.74172607251609
Q9Y2W2,-4.85115963092718
Q8N4L2,-4.75695331155055
O15297,-3.14198749094377
Q8N9I0,-3.08143826935325
P05387,0.0900253921501281
P40123,-2.16419729900654
Q15025,-13.975594560244
Q9BYC9,-7.92440739493437
P26992,-13.6209393233279
O95639,-6.50543984615286
Q96K17,-5.50675300805348
P01112,-6.99147360700101
Q9H993,-5.71165371061577
Q92805,-5.14356106918019
Q9NPB6,-15.134064271635
Q8IUC8,-4.18366701354357
Q9H444,-9.26381763302052
Q8N8R5,-8.40147472475732
Q6ZVC0,-4.82616661286096
Q9BXW9,-23.2534966642115
Q8NFT8,-7.31906856575297
Q9HBW1,0.838082429715074
Q8WZ82,-7.90132978702548
Q9Y3T6,-10.5573394369765
P62857,-2.88393645786534
Q96SQ9,-2.11706518112142
Q9BT09,-6.09041955523061
Q15814,-5.16507423410878
O60563,-4.60999307712495
P51511,-3.96459496186854
Q9P291,-9.21116924029661
Q9H4E7,-4.89318923785649
P62263,-6.74092118883058
Q9ULK0,-3.04811162471652
Q7Z7E8,-7.90156225750579
Q9H4B0,-3.61268705248892
P19634,-5.42955650780517
Q9Y5W9,-14.7530509467393
Q8N111,-7.42630104726433
Q99836,-6.60127488802953
Q8IYB8,-13.0561881918365
Q9H1U4,-11.7782194373228
P51798,2.67369823703386
Q9NV06,-3.61289753225327
Q8TBC4,-8.04694760132763
Q8IW70,-8.17161693486738
Q9Y6B6,-4.20207923738819
Q96S94,-6.33292318180784
Q13535,-4.58754658387869
P31152,-2.46353249435927
P42574,-8.93041405086709
Q8N0V4,-6.61368782842811
Q07890,-10.8394914236222
Q92575,-8.84619459583987
Q96J84,-6.42123597904996
Q7Z7L9,-2.26566706894311
Q02083,-5.03335032851888
P22303,-4.46246387669388
P37198,-8.27469333242669
P62314,-8.53560677147379
O15258,-7.36168851190924
P56537,-4.33947820024595
P46934,1.26533110371467
P35249,-2.72957098643131
P35813,-8.4235933974603
Q8NBM8,-7.90265383043698
Q86UT6,-2.08771784036698
Q9BZG8,-1.07931420678548
P53675,-6.33325483634906
Q14318,-9.35767406514259
Q13472,-6.01182007194103
O14772,-6.23343140306108
Q9H175,0.862805347211827
Q9H8Y5,-11.2072660976514
Q9UM82,-2.82290307509409
Q8WZ19,-1.26490060850059
Q9NYK5,-5.56829753218247
P14174,-7.25998037554473
O43829,-3.11794451424099
Q9Y3B3,-6.32876673587789
Q7Z4Q2,-5.05557306566287
P14543,-4.84269719476641
Q9H0R3,-6.97007436068484
Q96P53,-5.45593906197946
Q9UQR1,-6.10201014042514
Q92630,-2.34501018010679
O94864,-11.5747235969215
O95260,-4.21005506275039
Q9BY44,-7.23340721793797
Q9BV68,-23.2534966642115
Q6NUQ1,-4.80435739566562
Q9BUH6,-4.58927716072597
O60493,-7.70064861528183
O14727,-4.78350721603706
Q32NB8,-7.19658883331095
Q9Y693,-7.90162305198289
Q9UQ03,-7.28857437509435
Q8NEZ4,-0.106159346155561
P60484,-5.50216842854638
Q8WVJ2,-7.2681017039761
Q6ZU65,-3.2273495966887
O14640,-2.3153125102911
Q05519,-5.82232875413574
Q9BZI7,-5.34186906414473
Q9P0I2,-23.2534966642115
P04424,-4.20014774668664
P53804,-5.99568136371638
Q3ZCQ8,-7.56680177405669
O95461,-4.61367481236505
O00507,-1.15334397206801
Q6ZTN6,-6.07726484499497
P48029,-4.01704235598038
Q9BTX1,-11.5295575348532
Q96Q42,-8.22278015628716
Q9BVS4,-2.87836645648986
Q96SB4,-4.65235757155546
Q01118,-1.79124321637525
Q6Y2X3,-17.4045348313618
Q16827,-6.91488200241521
O95772,-3.28998095400567
Q8N3Y1,-3.80316007163635
Q4L235,-3.05616065254834
O14763,-3.32741758421787
Q9HAS0,-5.41587625375395
Q9NQZ5,-4.66048673210041
Q8TDI0,-2.4384339943252
Q96PV7,-3.39160696743245
Q6P1L5,-8.76062777972829
Q9Y6E2,-10.7320214163595
Q10471,-4.98768607730123
Q12972,-4.55929005383561
Q15572,-3.13588524090587
Q13616,-8.79216556918965
Q9BRQ0,-4.12802040481917
Q86XL3,-6.06382731216426
Q6ZNW5,-6.01276550562089
Q9NWS8,-8.2668306925565
P60520,-7.35626371003953
Q13057,-7.19446896756316
Q00537,-3.46933323381929
O94818,-7.38836070296614
Q6DKK2,2.22181808832886
P27544,-0.826136749445849
Q9UKG1,-8.37237350967919
Q86V59,-5.68747077479831
Q5EBL8,-3.0676950122442
Q9UBV2,-7.09399042051033
Q9BR01,-1.40134107402514
Q96MH6,-4.45031198795003
P46940,-3.85263011342215
Q9C0J8,-10.440825663665
O95394,-8.57773405343181
Q96DM3,-2.14627553091917
Q86X27,-2.21812341429351
Q7Z434,-23.2534966642115
Q8NCM8,-4.52286839168718
Q9BYT3,-3.82880906283568
Q15006,-4.14533766209585
Q7Z3T8,-5.20276566592401
Q6YN16,-0.158816983774489
Q8N357,-2.62773445293224
O76041,-4.13885380997675
Q9BZE4,-6.8609810524592
Q13002,-4.73614951382914
P61163,-7.30778379517816
Q9C0D9,-5.68412313517318
Q53EL6,-8.56442869768327
Q15018,-4.96899731290655
Q86XP3,-8.83408603084744
Q9BTY2,-4.95786334628019
Q96NX9,-4.02031632146206
Q9NS39,-5.13884396953752
Q2TAC6,-5.95681431184516
Q6P2C8,-4.02007809280481
Q9BQE3,-4.71272739190031
P55957,-4.40990029184916
Q06203,-10.5926438720884
Q13490,-13.0552358477491
O14880,-8.68574666176212
O43865,-15.6201323906538
Q9NSB8,-3.60253762413266
Q9BX10,-3.03306865684089
Q2NKJ3,-1.32534816411342
P00441,-6.87813596758048
Q92824,-2.98038844347743
Q86TW2,-5.40126500451702
Q7L311,-6.56307317072373
Q5JTJ3,-0.267258763231584
Q14566,-12.9986045900118
Q9H5Z1,-8.75275619595574
Q9BXJ3,-6.27823759864842
Q99436,-9.08909284442932
Q9Y4B5,-7.07273096489179
Q9H792,-2.57406026507467
Q9H3R0,-7.37836511644095
Q9BPX5,-5.70037056091008
P17568,-5.74620255387384
Q13190,-6.27170763525793
Q93063,-2.98583590651259
P61129,-3.91503345466455
O43526,-4.86557625290507
Q96KA5,-10.0697161922027
Q8NCS7,-3.97065905017568
Q9BWL3,-2.58230469511453
Q7RTV0,-5.69692779340008
O00541,-5.22966207014472
O94763,-3.74360540423974
P09497,-11.3057973480217
P50897,-4.89526833052521
Q9HBH1,-7.05166552166481
Q8N5X7,-6.74094034821263
P63313,-6.44006839455444
Q6NUK4,-5.64099225063324
Q9UPU7,-6.13432192116724
Q4LDG9,-4.62386143394576
Q9Y2U8,-13.7655716293133
O75899,-9.13471336642421
O60331,-7.53766723677957
Q9ULC4,-7.25069634648881
Q9UBW7,-10.2177716702263
P51957,-3.38979180339436
Q10713,-5.69358343356225
O00767,-23.2534966642115
P55283,-6.59157028477842
Q9Y259,-3.67981869410397
Q9BPX7,-5.49423297177288
Q96EF0,-6.50174468782904
Q6ULP2,-8.45080799600882
Q9UKY4,-5.34495419830458
Q2TAL8,-7.75827224384419
Q9C0C7,-11.243481114101
P23193,-12.2367624032262
Q9H2H8,-5.87517297708329
Q9Y3B8,-8.56712495265807
Q96MX6,-3.8573246108787
Q15542,-4.03915795253313
Q15034,-11.8248243663763
Q9NRC1,-10.5184055012048
Q8IXS6,-13.8367335512841
Q9Y2S2,-5.81041839486951
Q8IXH7,-7.94143943551492
O00748,-1.08126150050513
P80303,-5.31206020816093
Q9Y4E5,-0.371946816165525
Q86W50,-3.90080739407798
Q16718,-5.74027942780394
P0CJ78,-1.96222059017025