PG.ProteinGroups,P150
Q9UPU7,-4.49295861292468
P53671,-7.48343109844125
Q6T4P5,-7.14420204544308
Q01813,-6.09472163440487
Q12800,-8.8685918469529
P43304,-8.03508846525903
Q99569,-3.56548210498968
P08243,-8.04865936806088
Q02338,0.754619823604587
Q8N5Y2,-6.37278383681937
Q12974,-6.62537251153317
Q13029,-5.35668832624046
Q96JA1,-3.97381762646124
Q8IV38,-4.56156768996219
Q8IUW3,-1.59318525375959
Q9H4A6,-8.27666231562868
Q9BVG8,-11.7859296819589
Q63HK5,-11.621009311908
Q15363,-14.3252738037888
P63151,-5.63474695142996
Q04726,-3.96976336747033
Q14566,-4.00289252598203
Q9BZR6,-0.462516292536197
Q9Y4K3,-23.2534966642115
P40937,-7.40445829911104
O94952,-4.50395614628223
Q9ULV4,-8.49716575628099
O14763,-3.58685014132735
Q99439,-3.28669447614685
Q9NX95,-3.01647005776015
O75953,-5.16201984553305
P62877,-6.72804394720801
P78345,-0.692968053887494
Q9NR28,-5.30939925938341
O43752,-5.40793671164448
O75347,-7.98725140329459
Q9NPA0,-2.691623301866
O43674,-3.97955252249034
Q9H999,-1.26071530614244
Q9P0U3,-3.05493340875929
Q9NYK5,-4.99186059869845
P63098,-7.34730214523892
Q9NX74,-4.35502998037984
Q9UKM7,-3.69640509966337
Q8TD30,-5.1194925288316
Q86VS8,-6.35900095596713
Q14576,-8.91832000686762
P23368,-10.9410574699338
Q8TBC4,-11.9503357086995
Q9Y4C4,-4.47017463449944
P52788,-5.27420948649318
Q07954,-8.82982927375342
P40222,-5.05134607247054
Q86WG3,-8.02807042769782
Q96EP5,-8.44731926421824
Q9UBQ5,-8.76525573041006
O75787,-23.2534966642115
Q8N474,-1.78091316442819
Q13003,-2.64107149152847
Q7Z6G3,-4.27360333420212
O43837,-6.07900724494809
P16591,-3.38864569024279
Q9UI08,-5.11638867496935
Q9Y4P1,-7.69474612043865
Q6ZVL6,-3.2269267377645
Q9P0U4,-5.29099481927433
Q9UPN7,-11.3309415639493
A2AJT9,-5.92173696215335
Q9H3H3,-4.05315615234243
Q68D10,-2.5822421321167
Q99758,-5.44627736648572
Q9NVR5,-11.4501763987923
Q9HAD4,-6.18162699312923
Q8WUH1,-4.98578156257794
Q9HCU5,-8.32299460352968
Q8NHQ9,-23.2534966642115
Q9NRZ5,-8.49672580620703
Q53R41,0.330899241926945
O00748,-1.00303940817765
Q96RU3,-2.48186716214373
Q9GZT9,-6.4172566347815
Q8TCF1,-2.69737211678715
Q8NEM7,-3.38074717571294
Q14562,-6.23090225363064
P11277,-3.22505383082666
Q9H426,-4.99021485470102
Q7Z7A3,-10.7369011460173
Q9UHX1,-7.40291593853788
P08574,-7.09581835573194
O43159,-5.07597649462541
O14686,-6.80745613270754
Q9NP92,-13.1964780222548
Q96PV0,-4.94011487607691
Q5H8A4,-5.15181283546256
P62701,-8.52225579618814
P47972,-4.70655385180301
Q8N684,-3.63124946072104
Q6NUJ5,-5.37838244648552
Q6P4A7,-10.4128875097907
P83916,-3.06458269083174
Q8NB50,-4.16903939473489
Q9Y692,0.547977712946997
O76024,-23.2534966642115
Q5T0D9,-8.14857594852504
Q92575,-6.47584350628985
Q9H074,-7.84951163110706
Q9NVN3,-5.94558053150943
Q16513,-5.20767732182487
Q96DV4,-7.00713143577743
Q9UKA4,-6.37399307389045
Q7Z589,-6.90159560803276
Q9BQT9,-3.76722963394504
P50613,-5.38319563715711
Q32P41,-5.97134983979127
Q15758,-6.83892111405429
Q9BQF6,-6.96839553109003
Q9P2K2,-23.2534966642115
Q96HY6,-6.4208047971764
Q86XS8,-2.27317765886214
Q9NZL4,-7.85112155554481
Q8IY95,0.0343574305339673
Q9BUJ2,-8.0383839789295
P49427,-4.23928458356268
P33991,-4.97645618344498
Q8TCX1,-4.86776209581993
P26992,-7.01840989832665
Q8TCT9,-7.17645384991897
O95104,-6.2831378368073
Q5GH73,-5.26608498944005
A2RRP1,-6.88418683088882
O95926,-3.08462958486618
Q8NB78,-6.23312904249059
Q9UIC8,-7.11260545989597
Q96QE2,-6.06453541646953
Q9NT62,-7.69251475753754
Q58A45,-4.90699676821377
A8MXV4,-5.03129494790489
Q9BXW6,-6.37123686523712
Q15006,-3.31689751214646
Q10713,-4.34104756401574
Q8TBP0,-0.478560581956626
Q9Y2R4,-7.30724897951133
Q13596,-7.4098325308538
Q6P2P2,-23.2534966642115
P05388,-6.79057477560145
O15230,-7.54083756818068
Q562E7,-6.8357745044115
Q8IXQ4,-23.2534966642115
O75746,-7.92253212731886
Q13627,-5.16112450841233
Q8ND82,0.398399421255427
Q6NXT4,-4.65240893038619
P28715,-4.15940178069878
Q13491,-7.37326867425084
P07355,-5.10278431742748
Q9NQX7,-5.57056382762468
Q9BXR0,-7.43208524308253
Q9BXJ8,-12.7685650932713
Q99689,-5.64167927561195
Q14416,-11.9619794699123
Q86X02,-3.05310646867176
P53804,-4.76989683910369
Q8N350,-6.18011076033138
Q9Y6E0,-6.19318504563709
P49354,-6.38022515875744
Q96SQ9,-2.47019559013039
Q9Y657,-2.89298593497443
Q5MIZ7,-4.05120195176016
Q9UKZ1,-3.26641108996089
P50552,-5.49049765162859
Q9NWU1,-6.05140707633382
Q8NCC3,-5.38476301648861
Q9Y4B5,-4.88237423756195
O14579,-7.35294238700189
Q12888,-8.89428063361207
Q14457,-1.99450775861771
Q92673,-3.93285549888759
Q6PKG0,-7.96953340243249
O00401,-4.91203498733003
Q9UNA1,-3.40384592509858
Q9H4G4,-1.07123493208674
P15735,-5.33918953777826
Q9NXG6,-5.45824595811714
P22303,-5.03022873368324
Q9P2U8,-6.1253315132152
Q9BQE3,-5.25244328642244
Q96GZ6,-4.73333644592357
Q8TDI0,-4.5876663293237
P51511,-4.13527175393648
Q17R98,-4.20325009916883
P48029,-4.99857861365002
Q4L235,-13.3390993341429
O00461,-3.57114407124125
Q6STE5,2.62580241670407
Q9HCK4,-7.18300870490514
Q8N0U4,-23.2534966642115
Q9BYP7,-7.71159660306778
Q9Y2Q3,-4.09021787597633
P07203,-4.60711084550221
Q9UBW8,-1.24554655956774
P04049,-6.62484237174625
O00442,-8.84222654069491
Q01118,-4.43947513191358
Q9UHN1,-6.48917864492278
Q9NVF7,-9.96820470553684
Q9UH62,-7.07423116442944
Q8IYB8,-6.77947940160065
P07948,-2.37762782131027
O60422,-2.19331456658747
Q9GZT4,-6.19770971673747
Q9BWL3,-2.0182317283569
Q96EF0,-2.79702106631369
Q6UWY0,1.93779996133029
Q9BW61,-4.58981509200644
Q6UW02,-2.56200090262334
O60293,-3.64597560656417
O43581,-4.03231965572334
Q9BRD0,-4.33393295803867
Q13045,-8.763800342498
Q96AE7,-2.78743519143088
Q8IVH8,-3.94696991560725
Q14149,-4.64110788784177
Q7L7X3,-7.70967692385631
Q9UQ26,-11.7328963517376
Q96P53,-23.2534966642115
Q13136,-8.34144589493604
Q92562,-5.3831365899519
Q6PCB6,-6.21133328257753
P51570,-3.75642152194957
P43004,-7.91676817206014
Q9NV31,-6.05985602130628
P49842,-2.18660909320158
Q9UQL6,-2.43184463627857
P09429,-9.11345638995324
Q8IUC8,-3.08402343765009
P09497,-11.3077406881527
P52757,-5.64660537238061
Q8NBP0,-2.41769153163261
O95057,-6.84644232931775
Q02818,-5.25106848215699
Q9H993,-4.86975465759348
Q5H9F3,-1.64040461211429
Q96L34,-5.31142310308936
Q5TKA1,-4.04928613916536
Q8WYB5,-5.13620462111926
O14967,-4.06930969890292
Q03426,-8.81753425007646
O95271,-5.49515467429466
Q92667,-5.58457261817594
Q8WZ74,-4.46750487395358
Q05048,-6.99873387356906
Q9BQ67,-5.67659253012339
Q86V21,-6.14674351224481
Q16825,-2.46011026439704
P29320,-5.46663080798398
O94818,-2.17890434797156
P10074,-4.53929048660738
Q9UIJ7,-9.23531674209443
P59998,-8.83426719755076
Q86VR2,-4.3773703451895
Q76B58,-2.72574270195653
Q96Q11,-6.63858555893398
P52298,0.666410687616889
Q6P1M9,-11.941274000048
P62263,-6.6742233195006
Q8NG11,-10.1082685837416
Q9UBF8,-9.61277310797914
Q9NU19,-3.39730112696472
O00193,-7.89695755266054
Q14644,-4.6472760653892
P15907,-4.901301017657
Q92610,-3.05906821014735
P52756,-7.22710101778264
Q9BR01,-1.8996745484353
Q9Y3P9,-8.39133820019981
Q00537,-2.42074077228186
Q9UGI6,5.33765766630598
P19838,-6.0327365079719
O15016,-13.450406417552
P0CJ78,-1.06219215560847
Q8TBN0,-2.94777388741319
P15311,-8.44344907344795
P22413,1.40288095351564
P61421,-8.46769150956149
Q9BVG4,-7.79665924524134
Q8IZ21,-6.99372716845344
Q92888,-12.3684240546702
Q7Z6J6,-5.9501377600596
P09622,-8.87669920086725
P20936,-8.81707552336866
Q15777,-8.45973719348443
Q969Q5,-5.8393477023688
P58546,-6.41369536907083
Q969Y2,-6.37861450574417
Q9P2H3,-4.14797573342324
P26006,-2.31193817625495
Q5J8M3,-2.00451519220862
Q13618,-8.49374130334276
Q9BVI4,-6.69333063337339
Q9Y3T6,-3.77674512967561
Q13257,-3.54293896329945
Q96RY7,-7.5070320597839
P36915,-8.60757614350558
P05771,-7.12212116163883
Q86VP3,-7.56086778876057
Q9UHW9,-5.59227367491402
Q9UL40,-4.38861772879955
Q13535,-6.39089375432388
P41247,-2.05535789159862
Q9Y4C8,-2.2048367384133
Q13243,-7.21140128922497
Q7L5Y6,-13.0965419556801
Q9Y696,-23.2534966642115
O60934,-4.88724766059301
Q9Y2G0,-6.25586334371379
Q9NPQ8,-1.79224713277022
Q9H5Z1,-23.2534966642115
Q8N2K1,-3.47748750495571
Q8N5U6,-3.948943550552
P07093,-3.09251446587709
Q8WUY1,-23.2534966642115
O94875,-4.15741526184919
Q8NBM4,-8.2749539110035
Q9UNP4,-3.46312792778229
P62330,-7.1494653224642
Q9Y484,-3.6101022485614
O75038,-3.711780224484
P62847,-5.6390982712607
O75140,-3.57245440278411
Q6UXP7,-0.258378322103475
Q8WZA2,-7.61378617920078
Q8N1B4,-6.13145079262747
P21281,-8.70721304341799
Q96T21,-4.24967834877634
Q96SZ6,-2.4420470992754
Q13585,-7.81804441501428
Q09328,-7.59761789561138
Q9BZA7,-3.13638293182449
Q9UQ03,-7.89759039299446
P19634,-3.31259218314912
Q9NXH9,-2.41500010410634
Q99816,-3.23422159451731
Q96EK9,-6.30902815290018
O43432,-8.73064594545402
Q5EBM0,-0.860696398983193
Q99549,-4.28204278856963
P54619,-8.52082234954201
Q8NE71,-8.95854563844125
Q9Y6K9,-4.63810905620306
Q2VPK5,-7.99456389114216
Q9H1A3,-7.6109406250106
O60879,-4.04285741281816
Q14185,-0.0088638133954652
Q99733,-7.96320918247836
Q9NWH9,-8.95040225489438
Q15311,-10.6124765691298
Q96PV6,-6.13155954300271
Q8IY18,-5.84343474069188
Q8TEP8,-23.2534966642115
Q6NYC1,-8.25965433120794
Q86WK6,-23.2534966642115
Q9H7Z7,-5.49174770105764
Q9UQ35,-8.29686544267763
O15034,-8.73872840275115
P10606,-5.68714767543337
Q96AC1,-4.08265565422435
Q99523,-1.88874040630787
Q9Y5E8,-4.64315555014203
Q8NDX5,-2.57519686522033
Q9UGR2,-6.73498842309248
Q8IVD9,-8.87159694690143
Q9Y6M4,-5.13608341756517
P55769,-8.69956458357777
Q4ADV7,-0.701859065673698
Q92932,-14.70902535427
Q9BV86,-4.59438441777545
Q9ULK4,-7.86165984164359
Q8WUH2,-9.26214572326987
Q9NYH9,-12.1925237939115
A8K855,-12.8049692999877
Q6IQ55,-8.27050498522815
Q15542,-1.91305722309568
O75864,-6.34056167814937
Q9P2K3,-7.32628426245616
Q8IZD4,-4.55794218085708
Q9NZC9,-3.31377350267668
Q5T5X7,-3.1477767498868
Q7Z5L9,-4.04722520354564
Q6ZVM7,-6.69090296263381
Q8N163,-8.04630123190594
Q76I76,-4.2607474978841
Q53HC9,-4.95109667059633
P24534,-8.75316920318201
Q8N335,-5.14009085742121
Q9UEE9,-6.78307846290131
Q8NCW6,-2.89158947521001
Q9NXA8,-5.54232752177738
Q86XL3,-7.96702870146411
Q4VC31,-11.3252216283863
Q13838,-8.94379687768952
Q8IXS6,-4.15135316962999
Q6V1X1,-3.42825785698962
Q9Y597,-0.649271667004469
P05089,-23.2534966642115
Q5TGY3,-8.76966220798473
Q9BSF8,-4.8191913280683
P31327,-13.8030643498469
P13994,-7.20985835100293
Q13438,-4.133585266416
Q9H2H9,-2.45882188433507
Q86X27,-23.2534966642115
Q9NPL8,-5.37938667388327
O43772,1.51879886709048
P22670,-6.73763711385635
O95470,-5.73989141827228
P98077,-3.92976643553171
Q9NZN3,-23.2534966642115
O94887,1.07452405116904
Q6UUV9,-11.3076503967166
P42574,-7.86127343593915
Q29RF7,-4.42457577042921
Q9UJD0,-8.22011703180969
Q9H6V9,-8.75034817713274
Q969K3,-4.06037629056255
Q96A11,-5.57302616354675
Q5JRA6,-8.22939520170425
P37108,-8.95924441736302
O43556,-4.66323784053602
Q7L2J0,-8.20570529252164
Q8WVZ9,-4.3183650667331
Q9NWS0,-1.58658227496689
O15083,-3.06480576198753
O76080,-23.2534966642115
A4D1E9,-4.66734518881405
Q5T011,-14.371414488959
Q12933,-4.32204357210645
Q8NEB9,-5.61022276383909
O75530,-6.91211786960207
Q96RR1,-0.0602949171131418
Q7Z5L2,-4.23770827085486
Q6NTE8,-5.41077942059803
Q9BYG5,-6.09669782831897
Q9BZE4,-8.88916723302109
Q9H089,-0.995700348835992
O00445,-8.3987413073183
Q96C12,-12.5504374139561
O95260,-2.79729050685031
Q14257,-7.64250958953022
Q9HB21,-6.32839254955244
Q9H175,-2.34469105009863
Q9Y320,-4.42658978731178
Q00013,-6.05272565769795
Q13158,-2.22972536752829
P04179,-8.58514083522671
Q6ZT12,-8.72799259842042
Q8N5C6,-4.76345134509445
Q05D32,-2.18946625637273
P53675,-7.74073899101018
Q9H2U2,-12.6184412653264
Q9H4B0,-1.5605347188739
Q5T3I0,-2.63033817667083
P22090,-5.97145477751639
O95822,-3.2700712635379
Q8TDQ7,-4.78116546964286
Q5VWX1,-2.62246758208097
Q9BQP7,-4.74007622272465
P30533,-8.8483013890198
O43493,-4.2439613602526
Q6NS38,-23.2534966642115
Q13823,-3.30889868631684
P52758,-6.40085659353412
P55211,-3.04761951919316
Q9BSL1,-23.2534966642115
Q9UQM7,-12.0088248197892
P50416,-2.73581508965098
O00222,-2.73712273274555
O94819,-5.55276082302372
P17568,-6.48242790066891
Q8N157,0.179384682208371
Q99653,-6.97109576000482
Q14681,-3.15938764548611
Q9P2R7,-5.86991624543633
Q7Z7H8,-0.451928377647744
O14910,0.42313529588709
Q5JR59,-11.0313120979017
Q99961,-6.5037370516615
Q96HU1,-9.0132615454051
Q96C19,-6.39920563474446
O95461,-12.0929361314854
Q9BT22,-3.11616317577652
Q96MX6,-3.83866886984152
P25116,-1.71503290395156
P09001,-6.32054731632142
Q8NBM8,-4.96975844349856
O43818,-10.0311434908624
Q7Z4Q2,-4.17445003203612
Q96I99,-11.1139069014933
Q96S15,-8.67361601840634
Q9BQ16,-2.74991098013063
Q8TB72,-8.19612806096562
P51817,-2.73420722054483
Q86TB9,-7.46692605380933
O14908,-23.2534966642115
Q5JTV8,-5.68311908566616
P57105,-0.245855780063444
O60493,-8.51631255324937
Q9H9L3,-6.65856227291966
O94804,-1.70801846043343
Q15773,-3.75906851705806
Q96SM3,-4.80033607269943
O14594,-16.3473059597334
O76041,-2.95122396826115
P52630,-4.24011958874741
Q9GZQ3,-7.16853325770924
Q9Y2S2,-23.2534966642115
Q9NVR0,-1.82351350271881
Q86YW9,-0.985095296931372
P51512,-23.2534966642115
Q96NL0,-3.93309671191578
Q96CX6,-2.46825481341348
Q13424,0.0319671655073865
Q9H5U6,-1.18882639133959
Q96BT7,-2.41288554689291
Q02083,-4.51627224135408
Q86XN8,-4.13777787116093
O95631,-3.49280048412471
Q15366,-6.91608771982692
Q96BJ3,-6.7686673562646
P15822,-13.80085106567
Q8WVJ2,-6.45821893547089
P62820,-7.89643770577109
P55957,-5.08748715285654
O75317,-11.0315370909018
Q8IW41,-3.1753253985299
P63313,-8.23911650019129
Q96JJ3,-3.05383114741811
Q9C0C7,-3.56094795508553
Q6P4I2,-5.73283667468076
L0R819,-3.08220967325373
Q96MG7,-4.20741266448585
Q99805,-6.98629929770177
Q9Y6Q9,-13.2943509190434
O60292,-4.76285400288499
A6H8Y1,-5.4143000748983
Q9NRH2,-3.26938748049964
Q9UJY4,-6.15513537970557
P34947,-4.81605252676459
Q08345,-8.02808614872523
Q9P244,-7.59016430110303
P62244,-6.03354918199945
Q9UHQ1,-3.23803225187545
Q9NPE3,-2.27703610602961
Q86V87,-3.11967176573586
Q5TEU4,-3.51342857717464
Q16281,-23.2534966642115
Q9BZ29,-18.0525331323559
Q86YJ7,-1.44232276082651
Q16706,-3.99464473501124
P84098,-2.75113407396809
Q8TAP6,0.925295836834716
Q9UKD2,-1.83386291069355
P08582,-5.5335266515683
O75147,-2.79682693624661
Q96FZ7,-6.2978746640353
P13611,-1.38798725045441
Q8N9B5,-3.5103699864617
Q16842,-6.98595013758019
O43824,-5.02586432673987
Q9H8Y8,-4.15562328339952
Q2TAC6,-3.08715047459723
Q96MG8,-23.2534966642115
Q9HD45,-7.02592774910005
Q9NPG1,-3.40208334301304
P35237,-4.26904570496502
Q08380,-6.02916033309223
O75663,-7.56013891800063
Q12980,-3.44748162626853
Q15814,-3.59895078235822
Q9NX58,-11.8548442611166
Q9GZS1,-4.80853382159531
Q9H8E8,-1.31411071499471
O14508,-2.67097917378851
Q16629,-5.56366212377731
Q8N4N3,-6.21271842441776
O00767,-10.7780069803141
Q9BYW2,-4.73945893492972
Q68DU8,-3.78241282626186
Q8WZA0,-6.63171554186205
Q9H2J4,-5.0802427620536
Q96K17,-4.21594397850372
O14867,-13.5001520464342
Q9H2F5,-3.20566410609262
Q05519,-3.5033583907176
Q15906,-4.46431956425321
Q8NFY9,-3.34925650709696
Q9NVM4,-6.24058220200878
Q9H4K7,0.843569914883328
Q86UB2,-6.82625804867238
O60296,-5.11559804041397
Q8IZU2,-4.55892539646814
Q96PN7,-1.90178499171431
A6NK58,-4.10126180978391
Q13190,-7.35626164218195
Q7LG56,-7.30587349892694
Q0VDF9,-4.29217435440353
P42229,-23.2534966642115
O43823,-4.69209660291125
Q96QC0,-9.52498765062406
Q9UJC3,-5.99750421191356
O95551,-5.97730806973039
Q13480,-4.9414266791708
Q6NUK4,-5.94075529518262
Q08623,-4.68593286657123
Q04837,-9.0447344993226
O43399,-8.9016023901176
Q8TDX7,-3.67525191392973
O43314,-10.6717344636901
Q01167,-6.14572761463617
Q9UK73,-4.16599431388669
Q15464,-4.80968657797
P02794,-9.4704026097322
Q9NVM6,-4.32880087307931
Q86TA1,-3.78658737974383
Q9BYN8,-5.25498127412923
P06865,-7.05223923311119
Q96EP1,-1.74285265835481
O95198,-4.46969361945437
Q9H4A3,-10.8187427434989
Q5FWE3,-3.99351407797517
Q86XK2,-3.14932525617565
P49247,-3.76001777357305
Q96RT1,-4.65745051054987
O75792,-3.47157784766337
Q96EP0,-8.08134829538517
O75351,-3.95250064582013
Q75N03,-2.8443827916544
Q7Z553,-6.57214206778738
Q9H0K6,-2.79482090742516
Q9H977,-5.18226006538716
P62979,-9.02278534916546
Q96FC7,-5.44425654508994
Q9UHB4,-2.99950581311835
O95772,-4.27099104138254
Q9NRR4,-14.034495069072
P31946,-6.38308705732002
Q9BRR8,-3.35120407915709
Q6ZNW5,-3.49238964879523
Q8N357,-1.50883840312177
Q9UNA4,-6.64840460142021
Q8N4L2,-3.72379011673289
Q6ZU65,-3.75911350315457
O75608,-8.56295892376294
P46977,-8.43973085413561
Q7Z3C6,-6.68668546387032
Q92828,-3.10224327016291
Q05655,-1.84126646653887
Q8WVF1,-0.14366249489866
O00505,-3.42677790303859
Q16864,-6.66163059892561
Q13595,-4.5530316190567
O94763,-4.1046617373059
Q9UL68,-2.9554269742012
Q969R8,0.631575567709492
P54652,-1.54624435260931
P98179,-3.00539868819452
Q8N9N5,-2.55581229564492
O00541,-4.64121734259997
Q9H2S9,-3.22290624528381
Q9UM13,-4.18178250972197
Q9H3T2,-2.06667173297485
Q4LDG9,-4.0868847501869
Q6PML9,-2.57833348354506
Q5RKV6,-2.34907679114497
Q96GA7,-23.2534966642115
P49593,-6.17899897282438
Q96A49,-5.46690060164837
Q6P1N9,-11.253932047193
Q86VD7,-2.73664475483548
Q7L4I2,-8.61092048570288
P58107,-5.35721016865539
Q8NBF2,-8.38283227069724
Q02750,-4.70603984800424
Q14677,-2.17803497706287
Q6ZTN6,-7.16233410517722
Q9UNI6,-10.892661513381
Q9H0E9,-5.47683662032467
Q9Y243,-12.7388300348095
Q13454,0.440001114535422
Q96I34,-6.42084956358258
Q06203,-7.68888798311096
P82921,-4.56717838125449
Q9BPY3,-3.12417156732947
Q70CQ4,-10.2853887965856
Q49A26,-5.52105151434366
Q6PUV4,-8.40624619606579
Q9UKK3,-8.82554097692837
O43670,-15.4770746448453
Q9Y467,-9.95491965841718
Q9NRC1,-3.73078966002531
P19447,-14.81946230004
A4D1P6,-7.19820632332158
Q92696,-5.49842932413124
Q86TW2,-23.2534966642115
P13995,-4.37709448689749
P06213,-7.25745445764568
Q93063,-2.31435085573604
Q8N6N3,-5.6037735781827
Q4G0J3,-5.84877956131605
Q9Y365,-6.04227290135308
Q9H2H0,1.60088307804554
Q8NFH3,-6.22254449256803
Q9H9J4,-3.33454195149239
Q13464,-9.9203911278972
O75676,-9.30291011612645
Q9UKJ3,-3.79574461269928
P48163,-8.8822329155604
Q8N8R3,-2.07339398353041
Q6P1A2,-7.38140367892519
Q9NWT1,-2.95321354781869
Q9H5N1,-5.49133608994213
Q96G01,-3.12965319007628
Q12791,-5.85594801482205
Q86W50,-6.82480105972537
Q9NUQ8,-4.22454038749291
Q6UXV4,-7.00646509348004
O95568,-8.71714789594846
O14683,-8.46286963799288
Q13472,-3.57027564778114
Q9GZT3,-10.7184480563602
Q969S3,-23.2534966642115
Q99933,-10.6069226782915
Q92963,-4.47203114931729
Q13163,-12.5700195114357
Q9ULG1,-23.2534966642115
Q9HCP0,-0.208499691224306
P62942,-6.26391277417371
Q9H777,-23.2534966642115
Q8WV74,-2.13788029678435
Q9P270,-8.44753571456597
P04424,-5.67127462294002
Q8IWS0,-7.34602073039221
Q96HN2,-4.90061846057339
Q8NDX6,-4.43077081640262
Q8WYP3,-4.41715622020821
Q00973,-3.83227000549411
Q8WTS6,-4.53090196146617
P62253,-10.2343222669428
Q53EQ6,-5.48456883307431
P10746,-5.8673874294652
Q9BUH6,-3.73817304693542
Q9H2H8,-6.31263702397862
Q68DH5,-5.00473832239661
Q76N89,-4.88739351326171
Q16342,-11.177735552498
Q8NCS7,-5.0521485616812
O76039,-2.21951709725046
Q8N0V4,-5.82981364580225
Q9UF56,-3.21624010919081
Q9NVF9,-3.59609757621096
O60563,-3.95403593019994
O75431,-8.11675365041043
Q8NDV7,-2.64754259050737
Q9NRZ7,-5.00411527917514
Q96MW7,-8.48718219172806
Q9Y2G5,-3.00431982086036
Q96GW9,-5.81244102997313
P13861,-7.00107601551431
Q02410,-7.55491562351344
Q9NPF4,-6.89857929218556
Q13564,-5.43247440479769
Q9NVV4,-3.501092728011
P52746,-23.2534966642115
A9UHW6,-3.77554120679716
Q9Y4C1,-3.97706534489559
Q9Y6B6,-12.3049213386055
P28370,-7.70862326753836
P07686,-11.1214641353908
O95825,-2.59095440312244
Q99836,-6.14606675878159
Q96L73,-4.65632095837999
Q6P996,-11.8385623618162
Q9H0R3,-23.2534966642115
Q9UPQ9,-23.2534966642115
P46013,3.79877277205675
Q9Y2W2,-4.62169655204102
P28329,-2.20091844301105
Q9NPI6,-5.84666055414142
Q4KMQ2,-3.64325106949796
P23396,-7.63073499786558
Q66PJ3,-3.49313835402413
Q6UWP2,-23.2534966642115
P48637,-8.61808461124111
Q8WXE9,-3.4829509046357
P39019,-7.12768881636662
P62140,-0.730043440772959
O00507,-9.6787496596745
Q9Y3B3,-5.93566996170074
Q96KS9,-6.02273129490214
P51157,-4.58211112284452
Q92854,-7.22705741670071
Q16740,-7.63766516161864
P55345,-7.10315870204405
Q7Z7H5,-2.99914133072256
Q5EB52,-4.13089791871062
P48380,-2.31425235794753
Q9BTN0,-6.08088819662101
Q8NCN4,-2.69642653065488
Q15833,-3.26235873537901
Q9ULB5,-2.71086994484332
Q96PU8,-1.29552411350007
Q9H792,-2.51975091783127
Q9BRS2,-23.2534966642115
Q9BVL4,-4.13087720702393
P51798,2.62426548377349
Q9UNM6,-8.69879003397518
P46940,-3.86885500384876
Q9H477,-1.75238707333848
P58166,-4.62394552310044
Q6P1L5,-2.18293472146506
P29353,-3.91779390959625
Q6PJI9,-2.1145205954307
Q9Y3B8,-23.2534966642115
Q92830,-1.50186801606581
Q9Y259,-4.33089836606573
Q96EQ0,-11.4379495358461
Q9HCK1,-0.920101996316871
O14544,-3.05380434973865
Q9BVC4,-4.04463757410849
P49748,-13.566708644856
Q15034,-4.67286036856732
Q8WYA0,-2.20477863948079
P30049,-9.70120962263186
P40121,0.765560872446984
P12814,-11.1252809630248
P32297,-11.83209212495
Q9NQT5,-13.7494413367161
Q9BTY7,-2.44318628480106
Q8TBZ3,-3.88557531371793
Q9H871,-1.17510427347623
Q9UH77,-3.78015337780978
Q7Z6I8,0.999862342634601