PG.ProteinGroups,P300_24
Q7Z7L9,-2.22991299390978
Q92841,-7.85715266683537
Q2VPK5,-8.70948023194833
Q9Y5E8,-2.68282897159823
P40123,-3.71525753789916
P05114,-8.86271942861213
P18433,-6.01314567345379
Q15070,-4.09212393084829
Q15599,-6.91818179932006
Q6P1R4,-6.63300967122424
Q13627,-5.2857803262712
Q8IYD2,-5.10408155850368
Q9HD26,-6.42081301308011
P80192,-3.16280441971167
Q96RR1,-0.39995887846935
P50750,-7.89034475624372
Q9Y6J0,-5.88591873953846
P28799,-0.0397931339860629
Q8IWA4,-6.95518216327754
Q86WK6,-0.483379319520191
Q9NQX7,-6.51014852285155
Q8NBP0,-3.48321605721559
Q8IYB8,-6.67753060394874
O60493,-0.9256986390065
O95716,-3.48638121219247
Q8N6T3,-5.79500156176895
Q9P244,-6.6182364704623
P16949,-7.74768709608657
P25686,-7.6735067737272
Q9NWQ8,-5.63571326596001
Q9NX95,-3.67944747282388
Q8NEZ5,-6.79170851965297
Q49A26,-6.11921690752985
Q8WVM0,-4.48129970102169
O95394,-6.59974544885079
Q9H3U1,-7.82384730813479
O60331,-7.34348002881006
Q8IXQ5,-3.14425717718432
Q9Y692,0.188673876014487
Q96FT7,-6.89229969698484
Q13158,-2.16023999256719
P34947,-5.11318580982085
P26006,-2.27006524010667
P51511,-1.2745416167805
Q6P4I2,-10.9112106377233
P26358,-6.52374064213484
Q96PN7,-2.09650706060633
Q9H9S4,-7.98840085521454
Q9H6Z4,-5.74088069913845
Q5T5X7,-3.26089203770653
Q9NZQ3,-7.78748504078545
Q9H8E8,-1.4125629349254
Q14165,-7.71196164684942
P53671,-6.64869603634607
Q16538,-6.27253054691863
Q9C0B0,-7.32056361532479
Q9BRA2,-6.52557911716327
O75431,-3.67191091020441
Q7Z6M1,-6.95990268369323
Q9UHP3,-13.5447996719253
P49759,-2.63158490080946
Q9Y6X3,-8.21382079106027
Q99549,-4.2580362510837
Q495W5,2.56246668812633
Q86WG3,-7.79035673817771
Q6YP21,-6.25702794007636
Q9P2K2,-12.3005071526823
O95104,-6.54375300726108
Q68DU8,-3.97049288468635
Q9UBW7,-8.44390492622341
P05089,-23.2534966642115
Q96JM7,-8.27804781360879
O43402,-4.83085385758597
Q8N5X7,-6.97200043212845
Q9UJS0,-7.73212332995591
Q92575,-6.28176624709575
Q16566,-6.65645171360976
P78559,-8.92750792559942
Q96FS4,-4.43774304766038
Q6ZVL6,-3.69837292919958
O00170,-7.94076666691598
Q9NPB6,-1.01557266239671
P06280,-7.09997183711067
Q9Y371,-4.68099377952142
Q8N594,-5.67213416389516
Q9Y6K8,-15.9956700164014
P62166,-8.09409728003257
O95825,-4.74916252409079
Q9Y3A2,-5.69905662092455
P46527,-7.91058569989327
Q96GW9,-5.44189824799947
Q9BYE7,-3.7440391765564
Q9H2Y7,-1.25532898337553
Q9NZN3,-16.476015634332
Q8IZ07,-7.53570517964557
Q00537,-2.41686600305385
P31943,-5.53947007258794
P08582,-10.9640708255467
Q8WU76,-6.58634439528706
Q9BPX3,-7.36675070149678
Q9H089,-1.01520700774973
Q6NUJ5,-3.27298991042979
Q9Y3T6,-3.77713771003333
Q7Z3E2,-4.08001520672408
O95622,-7.88057747746041
Q9P2F5,-2.5190998481511
Q8WVZ9,-4.680372845118
Q9Y216,-4.96697092051965
Q6ZSJ8,-5.52478145790036
P54753,-7.49231035039341
Q8N6W0,-6.87491995720983
P09429,-2.90416955503765
Q9UHW5,-5.2015734763742
A6H8Y1,-23.2534966642115
O95057,-8.28291486095205
O95140,-7.96178277888612
Q9NW75,-0.283315478878239
Q86X27,-3.47556805012257
Q9HAS0,-4.18996062757409
Q9Y5S9,-4.40313393153882
Q96N21,-6.32968290032756
Q9NZC7,-2.36926009062574
Q12899,-4.43237873148941
Q9BQE3,-5.18950468946869
P62847,-5.50923729069649
Q7L4I2,-4.21280900709271
Q15311,-7.74053340003471
O15083,-3.42303115704084
Q9BWT3,-7.7817143466256
Q9NP90,-3.82291294046161
Q9BWE0,-3.3930070311772
O60508,-8.49293124628407
Q8IY63,-6.71851431732071
Q8NFJ9,-5.5680051640026
P55011,-4.65128272519398
Q9NZJ7,-8.50625347521816
Q9UDX5,-8.86527925567939
Q8N442,-7.36838934935514
Q9ULG1,-3.75482443655907
Q6UVM3,-3.67013116386828
Q2NKJ3,-0.531142739578073
O75882,-7.29958502294225
Q9Y546,-3.77044020317679
Q92618,-4.42485420489777
Q9Y2H9,-8.37190520530643
Q66PJ3,-12.1309628586121
Q86X02,-2.19955454609339
Q9Y467,-4.97105599771568
Q13535,-4.02401097763969
Q9C0C7,-3.08036944161242
Q9H0W8,-8.24652993923873
O43556,-4.2867015706748
Q13823,-2.82003720443104
Q86YH6,-3.43038565350796
Q02218,-8.85551927070783
Q9UQM7,-14.4085506158855
Q14444,-8.81303559816332
Q9NYK5,-5.77851498633867
Q92556,-8.15173396385047
Q9NXW2,-8.00883497040468
Q9BYW2,-2.68110106790335
Q9NRV9,-7.82877457192825
Q5H9R4,-5.84750857805152
Q16342,-5.53463960853005
Q9NZC9,-2.68030481169825
Q9HA64,-6.76690433003904
Q16706,-2.97300821058275
Q96SQ9,-2.0056899406354
Q9GZQ3,-6.80608595502981
O95631,-1.81342893310254
Q9UJC3,-4.82675417850027
Q9H5K3,-8.18286329026392
Q13491,-7.73795744267832
L0R819,-23.2534966642115
Q9BRR6,-6.38178764393299
P52746,-12.5300633783761
Q96QE2,-23.2534966642115
P22090,-5.46157534477372
Q9H4M3,-2.73203347157075
Q99805,-5.39169856605248
Q4ADV7,-0.715035308734243
Q8WXI9,-2.48702114390231
Q9NQV5,0.736316002304262
Q86VR2,-4.3388341267059
Q12980,-4.17141195114181
O43684,-7.19900930395568
P54652,-3.58654890504296
Q9UBF8,-5.8736292682274
Q86WJ1,-6.21170286122182
Q16864,-23.2534966642115
Q92667,-8.48984196362304
Q8TE04,-4.5159515625116
O94805,-8.84543418459279
Q9UHD9,-7.00336527025334
Q969P0,-6.49441837536074
Q15796,-4.27160244674039
Q8IXV7,-3.81675049169593
P00441,-7.58100103534662
Q5JR59,-11.4439232586401
Q70CQ4,-6.07296392516286
O14994,-3.02233919313148
Q9P107,-5.20659803057268
P49842,-0.343580332954166
Q9H5L6,-7.4490943042948
Q53EQ6,-2.74022961614779
Q8IXS6,-6.74937902410254
Q16222,-23.2534966642115
P53582,-12.2460929159444
P42166,-4.4266930093706
Q96MG7,-3.35104105328451
Q5T6F2,-8.50456366226917
Q9NR61,-7.44186917659244
Q13243,-3.62627425315346
Q99614,-8.18842436483345
Q08623,-4.30846093775298
Q9NUQ8,-3.74460444309686
O94804,-0.527989688745946
P51817,-3.02378216593472
O14544,-3.02338831807202
Q01826,-3.74069213598401
Q9NTJ3,-3.17257310628044
O75581,-5.42698594729011
Q9NVF7,-23.2534966642115
P09132,-6.94542201268282
Q96IV0,-7.2681924695057
Q96NX9,-4.76949901091085
P29353,-23.2534966642115
Q9UBP6,-8.82800684561216
O75077,-4.63852175032637
O14910,0.340553012014767
Q9Y2W2,-7.10483307154812
O94876,-4.90212650344277
Q16825,-2.09009774159228
O14508,0.536794608899583
Q96GA7,-23.2534966642115
Q96MU7,-7.13946383069981
Q8N357,-1.05310623715789
Q96K17,-4.50416627371022
Q8NCN4,-0.662261328168417
O95182,-5.99498749518414
Q92888,-5.67448942690185
Q7Z7H8,-0.882343344392383
P56182,-6.79836581084014
Q9BU61,-5.69695116339653
A6QL63,-6.49989019713855
Q8NDY3,-1.80825163633201
P48163,-15.5134158264819
Q9P219,-3.8378508903375
Q96T21,-2.79297122417879
Q13057,-5.81563337456329
Q96MX6,-3.65617453294405
Q9BTY2,-7.42240661231401
Q86UB2,-5.53639933125596
Q8N2K1,-3.5605416594262
Q9H5Z1,-7.40302795028617
Q96I34,-5.56831970469603
Q8N0U4,-4.47661323513327
P02794,-5.55374174309569
Q8N2G8,-5.99528583101379
Q9NZC3,-6.18357659650384
Q6NS38,-23.2534966642115
P52298,0.405026867365352
Q8N9N8,-3.89026798905463
Q9NRR4,-23.2534966642115
Q96DB5,-7.31144700706986
P62820,-7.70625067669773
Q8WVJ2,-6.55066626600038
P40855,-3.58460717598454
Q9UKK3,-4.35409873279572
P31327,-3.14225003337236
Q96A49,-5.22323652446121
Q15025,1.67852823192396
Q7Z3D6,-6.08212318428794
Q96BJ3,-7.13954148031862
Q15572,-3.96229723547333
Q9Y4C4,-4.61659243410996
P26373,-5.70252051783336
Q9UPN7,-6.08222304918828
Q9BVL4,-3.77924695421501
O75716,-5.92274863454869
Q8WYA0,-0.529300697038525
Q4KMQ1,-23.2534966642115
O14908,-4.73982858716161
Q9Y6Q9,-23.2534966642115
Q14534,-11.6160733672438
Q8N8U2,-4.39816099460245
Q8TEP8,-23.2534966642115
Q6UW02,-2.25588513279415
P46977,-23.2534966642115
P62140,-0.830002294308596
Q9NZM3,-3.76241483369175
Q13003,-3.45935037374529
P50607,-1.4947479060698
Q86YJ7,-1.62588955845973
Q9C0D6,-0.79781951592556
P20073,-8.74536415347685
Q15906,-4.30544462068587
Q03468,-4.33211106996353
P15907,-6.34610032770875
Q9BUH6,-3.90322701168583
Q9NZ56,-8.57099840426789
Q9H1V8,-2.97732882183385
Q9H477,-0.867845536057372
Q6P1A2,-7.63560135989275
Q9BPX5,-6.57380430535567
Q9UL40,-5.21354379264948
O75787,-5.17522160884923
Q8TCF1,-6.54328891652628
P68402,-5.56516827113896
Q9UL68,-4.6240859784029
P82933,-8.60719138366016
Q8NFY9,-12.0384761080072
Q96KS9,-8.54561397814279
Q5T3I0,-2.91730939312446
Q15366,-7.94399223128251
Q9H6J7,0.362739693791525
Q9H2U2,-12.1469631457456
Q86TA1,-3.92537388910794
Q75N03,-2.13657289722025
Q76B58,-3.29382553670562
Q8WUY1,-3.08837639037882
P58166,-4.3930493776031
Q86TJ2,-8.50016402084125
Q15436,-8.29798311177665
Q8N6N3,-8.48300508914963
Q8N5N7,-7.28379069035083
Q7Z6G3,-4.75512141696531
Q99447,-4.51736222534646
Q8WYB5,-10.8878579124751
Q00169,-7.9514617854748
Q96P53,-4.84964560322619
O75899,-5.62590507927553
Q9H7Z7,-5.13432524244405
O76041,-3.53748949808344
O76062,-4.69391903920261
P78324,-2.32493394810143
Q9P0L2,-6.08099547790833
O60701,-8.68260882442714
O43493,-6.49152874171571
Q96RU3,-3.02017351369941
O43824,-6.79944459485383
Q9UHV7,-23.2534966642115
Q96AC1,-4.24807067381213
Q96CX6,-0.358935265765076
P67809,-8.59058179736823
Q99961,-7.0346640909946
Q9BQP7,-6.46813890906133
Q9BXA9,-0.631295673524458
Q5FWE3,-2.97078710587725
Q9HCK1,-1.15363558530545
Q6UXP7,-0.214894880541712
P53675,-8.82315761659942
O96001,-3.37863149103248
P04424,-5.2337856692636
Q99439,-4.45357495242879
Q6Y2X3,-2.86990349574287
Q9NVR5,-11.2138706977384
Q9BU76,-0.848715102325378
Q02750,-3.11870793380866
Q13557,-2.6816388934328
P62857,-3.05244003992743
P09001,-11.2704633842183
Q9BXY0,-4.48154786119804
Q6STE5,1.91925240264608
Q8WV74,-1.8064261357401
Q9H2S9,-3.08348657890639
Q6PJI9,-0.90618189934392
Q9H4K7,0.804202069622793
Q9H5U6,-1.53644301732108
Q8WTS6,-5.25179234313784
P12955,-7.03331160185571
Q9BUL5,-6.52440854826577
Q9H4B0,-1.88247290777891
Q15363,-4.70216052619948
Q9UF56,-2.9357722932468
Q9HCP0,-0.439702873963138
Q96HN2,-4.84432608822501
Q6P1L5,-2.15651596968077
Q14684,-6.96527238790086
Q7Z5L2,-3.32637888271719
Q9NRR6,-3.09739545768732
Q9Y6M4,-5.03896658378705
O95168,-1.71210896968056
Q08999,-4.54558140260934
Q9Y4E5,-3.91768714039976
P51798,-23.2534966642115
P48426,-8.05497511432693
Q9HB21,-8.53879765206585
Q15814,-4.02358326225688
Q9NWS0,-1.96155431842358
Q9UKD2,-2.40066050654123
Q9BT09,-7.24140010466397
Q16842,-12.7565655111407
Q9NRZ7,-4.52637822861698
P04216,-3.84293268555572
Q96HY6,-7.45109264261553
Q9UM19,-2.1970603243263
P53611,-8.80387580476711
Q92562,-5.19188706030521
Q01804,-1.47922172515007
Q9UKT8,-23.2534966642115
Q8IUQ0,-4.82335811887747
P51512,-12.6521394499298
P13995,-5.43233160209203
Q4L235,-12.0927869462937
O75038,-3.87395184092373
Q92564,-13.695373259903
Q96QC0,-10.7692030908769
P62280,-11.9886297399739
Q9BV35,-2.23986655570382
Q9BZJ0,-7.53169434355841
Q15833,-2.6053835042152
O43752,-7.34401213315799
Q8N336,-3.17163360105403
P05388,-7.51965532064828
Q05519,-3.54273137420929
P52758,-23.2534966642115
P42898,-5.91182664734623
Q93096,-23.2534966642115
Q63HK5,-12.0964207657984
O75521,-2.95478659685975
Q8TDQ7,-4.62022769519686
Q96EC8,-3.12062472839968
O43464,-3.57496419047136
Q13564,-5.12828558939705
Q9Y6X6,-5.54677566690701
O75792,-11.758693016119
Q99933,-9.71496019124608
Q9UKJ3,-3.37678442363388
P11277,-4.49013083324775
Q9BY11,-4.63078651004262
Q8WUH2,-9.95909572800293
Q9BUJ2,-11.5007856525122
Q8NBM8,-4.51708024418523
Q9Y4C8,-3.28537361751804
Q05655,-2.29718413709981
Q02083,-3.25286737966666
Q13163,-4.30232228109825
Q6P4A7,-4.13877359917552
Q9Y2J0,-10.8837389593453
O94887,0.830530814363478
Q13445,-1.9090424282752
Q86W50,-6.46245590105421
Q9H3N1,-6.72359031194633
Q86XN8,-3.98846946912685
Q7L7X3,-13.5416023750917
Q9UK73,-3.49373857018373
Q8TCD5,-5.97598026202795
O00505,-3.38431458163573
Q9Y657,-1.90285507044499
P19447,-5.76927622810217
Q9NW61,0.137782831144123
O00461,-4.13683530624559
Q15034,-4.59288871299812
O95201,-2.69409150510359
O75608,-6.79098943595739
Q9H8Y8,-4.48841409331293
O14545,-1.99503249953178
Q9Y4D1,-8.9746180069316
Q10713,-5.36388967228492
Q9BR76,-10.4951214501103
Q9NR31,-4.63003245701162
Q02809,-7.38579576959821
Q12967,-5.97538347902185
O75676,-6.43981781918664
Q96EP0,-7.53149483780378
Q9BTN0,-6.38155416215028
Q96GZ6,-8.75925520204732
Q9UQ26,-5.99019820740576
Q5TC82,-2.99895707317996
Q96HU1,-6.2522081086111
Q9P2R7,-7.63693215284855
Q8IZD4,-5.34137819169822
Q6P4R8,-4.15052327269055
Q96AP0,-1.51105178324821
Q16877,-3.44352150692737
Q9BYC9,-8.19238894678656
Q99436,-1.47745208621549
P42229,-12.7816937683674
Q9H3T2,-2.43218768529561
Q9NWT6,-2.74021387170709
Q9NPF4,-7.72266559859536
P06865,-7.89339857160021
P62253,-10.3043222708243
Q9Y3B2,-13.5149882770442
Q9H2J4,-5.62859966362841
Q5T440,-4.99535492815788
Q9BVG8,-3.15351335187897
Q6ZNW5,-3.1509323332604
Q6V1X1,-3.94538814124107
O75351,-4.01056578468396
Q9H0M0,-5.6108161404018
Q6P2P2,-12.597675823262
P15735,-3.82119661794203
P09661,-6.63213031075364
Q9BYG5,-6.57466975965918
P05141,-5.78727633013973
Q9BZ29,-4.8721973645974
P35475,-4.11190804978201
Q8NDV7,-1.61619835145465
Q9UBM7,-4.19892727423561
Q9H553,-6.50352855863049
P83916,-3.298649752888
P52799,-23.2534966642115
O15118,-4.46182512749153
Q9H307,-6.06282439366673
Q96ER3,-11.1702064253711
Q9HCE5,-2.81931447820235
Q14677,-2.17596648685842
P62330,-7.80534564962445
Q9Y6B6,-12.7514113848885
Q08493,-5.48736236624628
Q8N5Y8,-3.96767626337027
Q96I99,-1.29660734287623
P82921,-5.30593595748095
P27361,-6.93279186199065
Q9H254,-10.164122982335
Q9UNA4,-3.77329238158379
Q9BT22,-3.11643524039102
Q969U7,-5.826181568258
Q5J8M3,-1.7387124329673
O95571,-8.48192409385498
Q86VD7,-4.75875716256998
O00422,-5.11256660541194
Q9BV86,-6.51401130135919
Q8N8R3,-0.500517290854901
Q9UKZ4,-5.54326631536334
Q92828,-2.69312492518938
P50452,-5.83608135960301
Q96PU8,-1.55473185264374
Q9H2H0,1.74208246789629
P05387,-0.51996148021045
P30049,-7.18271866582086
Q14257,-8.45071431956691
Q96G01,-2.59668256565453
Q9HAV7,-4.13432882919119
Q8N7H5,-23.2534966642115
P62942,-6.50947952677738
Q92830,-1.6850716215785
Q13472,-3.04909971337858
P51157,-4.64403962763029
Q8N4N3,-5.17383350395075
Q8N944,-11.4265704911354
Q8N9B5,-3.02256668530053
Q9P270,-6.96048667666707
Q9NRC1,-3.30156459002284
Q8IZU2,-2.59334123742544
Q86UN2,-1.46411835012547
O43772,1.21315241110629
O76080,-4.35162681943131
Q9UIJ7,-8.32158018759308
Q9H977,-4.84918058422327
P0CJ78,-1.24719563118069
P48380,-2.40093535150009
Q9Y365,-13.4438046546338
P52747,-8.52939680683038
Q96RT1,-4.54050707753361
Q14232,-7.86445422651996
O95905,-3.70790693846836
P07203,-5.99435382202346
Q8NHP8,-12.3506158250686
Q96BM9,-8.50444521648882
Q9BSL1,-7.04465013908607
Q7L5Y6,-12.2175890016574
O94916,-2.11597359398279
P22413,0.849651663267668
Q86TW2,-11.972613670695
Q8WZ74,-5.33071140412472
P14174,-5.53725600622315
A2RU67,-2.28758709203003
Q9H0E9,-8.65724303968116
Q9H898,-0.837482365226503
Q6P3S6,-14.4970199455994
Q5TEU4,-3.69917348977544
P49593,-6.34237879002483
Q9GZT3,-19.3644874429443
P40121,0.543262100087228
P10746,-5.8579731950761
Q13424,-0.45603392133942
Q9NPQ8,-1.36752896881084
Q9NPI6,-5.57005282755107
Q4LDG9,-4.59698333365834
Q9NRR5,-4.87531374838604
Q9H3R0,-5.90284071898716
Q9H2F5,-2.87547603142313
O15160,-6.16484415545311
Q9Y259,-3.46090125377138
Q9UBV2,-6.74605293582751
Q0VDF9,-5.11655326549849
Q9Y4B5,-3.27341913264531
P27544,-2.31467126817543
P13861,-6.59425326149294
Q15542,-1.0802336762187
Q5T7N2,-6.28105582743966
P54756,-2.77307324658034
Q13190,-7.32687173614302
Q6IC98,-4.64803673377274
P56537,-5.66420949246301
Q8WYP3,-4.05343913740361
Q92696,-6.34657071629131
Q76N89,-10.7485870579638
Q5EBM0,-1.66226742640503
Q8N4L2,-3.72198617613144
Q5RKV6,-1.91061903175204
Q4VCS5,-3.6979458301476
O00541,-4.19831518994357
Q13464,-3.38157006742764
Q96Q07,-4.20157339522087
O60563,-3.05629705165213
Q15788,-12.245893177078
P17568,-7.37104433984307
Q96FC7,-5.14731606547295
Q9H175,0.406403695071297
Q9NP92,-6.09169018992239
Q9BRR8,-3.54555597503651
Q93063,-2.37060982090189
Q12791,-5.32348425467642
P50416,-5.3051466652437
Q9NVM4,-23.2534966642115
P46013,4.01799147731644
Q9BV44,-8.33650628728749
Q9BQ67,-8.82284732918053
Q9H0R3,-4.02167674337344
Q9NSY0,-6.99337386094973
Q01118,-2.86295656108101
Q8WXE9,-3.28423553724727
Q8NI37,-23.2534966642115
Q9UH77,-4.50695882529875
O94763,-4.40299174689459
Q7Z4Q2,-4.66436224326618
Q15464,-4.82247507712574
Q9Y243,-12.3099219581092
Q92824,-1.91860318007324
Q155Q3,-2.15049284795661
Q02410,-9.64506858460441
Q6ZS30,-4.85825752186162
Q9BYN8,-11.925024733322
Q8ND83,-14.4742197247829
Q9P0J0,-7.52898591812986
Q9P2P1,-4.35197242707602
Q9Y484,-3.94389149331407
Q8TBP0,-4.78340334626226
Q15831,-5.14411015303812
Q92905,-11.0856048783411
Q9H7Z3,-7.77917322690706
Q8TEU7,-6.3320690610622
O60934,-8.63399839031445
Q6P1M9,-15.107814114898
Q96N46,-11.2708523820429
Q6ZU65,-10.4291586454491
O14653,-4.5658840041929
Q13595,-3.44429597125648
Q9HD45,-3.88586627046124
Q9NPA0,-4.20035519057482
Q96C19,-23.2534966642115
Q9UHW9,-6.33842287907715
Q9UHQ1,-2.17308482766537
Q9NSB8,-4.09168682275915