PG.ProteinGroups,P0,P50
P09132,-5.89294545789679,-23.2534966642115
Q9H3T3,-23.2534966642115,-5.31805424794773
Q9UBU9,-13.0391149563229,-6.28843680029335
Q15042,-11.9024736154434,-6.74992367692394
Q86YW9,-0.842969349670332,-23.2534966642115
Q9UMY4,-5.31863396364384,-4.60092307082998
P22090,-5.91195530717224,-8.2194589406566
Q9BRP4,-13.123891146541,-4.36886630721877
Q8NEB9,-6.61336366009721,-11.3574382569322
O95772,-2.91280340770288,-5.74154128905117
Q8TAP6,0.524862277479515,1.17754004717295
Q92994,-15.2235837329968,-5.48873322359228
Q5T5C0,-18.3880230121078,-5.28498461624201
Q9BZ29,-4.60452204003289,-14.2988269218631
Q9NWQ8,-23.2534966642115,-4.971221001444
O43426,-23.2534966642115,-8.30245792726474
O15417,-12.182567342568,-2.82769796558396
Q9BV20,-5.56758722389858,-8.99068980467745
Q86YT6,-13.7795676663044,-3.87928551583945
Q9Y2E5,-14.9570516302171,-5.80612435500248
Q96QR8,-7.81689139465723E-05,-9.57658172804914
Q8N8A2,-10.436611969468,4.92215388003488E-05
Q7Z6I8,0.999952045937098,-7.16430359584697
O43913,-11.3223651256213,-3.67690025609689
Q9Y2G0,-7.20413609916655,-23.2534966642115
P61160,-23.2534966642115,-7.58966846765578
O75170,-15.4509607665681,-5.58798467302628
Q92979,-23.2534966642115,-6.06050029123926
Q7Z5K2,-11.218376085932,-5.10498037251508
Q9P2K2,-4.1578626328829,-2.62026595550371
O95602,-7.53357952582081,-5.56386233579772
Q9BX68,-23.2534966642115,-6.75061802393573
Q9UHB4,-2.62952096687104,-13.0117725031846
Q8N9V3,-23.2534966642115,-4.86445154885141
Q15034,-10.4136351585079,-1.87891769931139
Q7L523,-23.2534966642115,-5.63046681313722
P14174,-5.24108118614307,-4.27205860648204
Q8N1F7,-12.8112562018923,-7.39947559318324
P53677,-23.2534966642115,-6.4120191301185
Q9UJS0,-14.2558013788902,-7.25311809888154
Q96FV2,-12.1000073671096,-3.04213518115123
Q8IY17,-11.3304081169591,-4.87205997978535
Q4VCS5,-3.38211938297972,-17.3697227406149
P11940,-7.6954550145085,-6.33591629109371
P10746,-5.71699815491871,-4.16610277143788
Q8NBJ7,-7.97575838424942,-4.57310541005186
P63098,-3.48220327128914,-8.70907110145014
P49116,-13.2575767997763,-4.45203291894987
Q8WWH5,-12.3785798494201,-7.39975334587441
Q8N2K1,-4.11710408281981,-2.55804285660489
Q12996,-23.2534966642115,-6.91181151290168
Q6DKK2,-9.06861801865955,2.14112596412251
O60507,-17.3826020766211,-5.93184275367975
Q7L8J4,-12.6352640590626,-4.11860897331626
Q9Y320,-7.17823661294948,-3.77163060195583
O95816,-23.2534966642115,-5.41888206949574
O15379,-10.2859406531817,-5.620600740133
P14735,-23.2534966642115,-7.67571683229731
Q9H993,-4.27585683241206,-5.23156481091675
Q08999,-5.06031610437411,-3.30486571249942
Q9NRD5,-12.2845393256585,-6.12749222036483
Q9Y2R4,-23.2534966642115,-6.31073680673171
O75175,-23.2534966642115,-7.79000999855571
O00461,-5.11476901329741,-3.3363462131096
Q5JTZ9,-6.96059863254691,-5.40921683169591
P52758,-6.03121572346752,-23.2534966642115
Q8NI27,-23.2534966642115,-6.83636454235022
Q8NF37,-12.0794357935624,-7.18502033831832
O14880,-13.2061954765196,-7.25050814872991
P50579,-13.5367970299216,-5.16112190779301
Q9ULC4,-5.47006458167459,-7.04027283388977
Q92738,-23.2534966642115,-1.72455540077534
Q9H2H0,1.45703936706502,-23.2534966642115
Q9BXY0,-23.2534966642115,-1.32965325706931
Q15742,-4.51284843300147,-3.90045869402377
Q9UHY1,-14.3312386191754,-7.48670041487228
Q9P219,-2.81932496197841,-2.04019272772469
A6QL63,-6.57515734885212,-3.78958703749655
Q7Z6J9,-10.7167237866362,-0.810125730839532
Q70UQ0,-23.2534966642115,-4.66641859276598
P16383,-8.30786621260495,-5.13106773197715
Q9NYF5,-23.2534966642115,-4.22468661732629
Q9UHY7,-23.2534966642115,-8.74450739928792
Q6ZVL6,-5.35573356766828,-2.76174924543254
O14545,-2.03828511592455,-10.3781167884509
P51513,-19.1299272544082,-8.53245528947174
P13647,-3.82794500376184,-23.2534966642115
O15041,-12.4824033867811,-3.50103643251522
Q9Y5F7,-0.391806232832374,-0.921655841019724
Q86VN1,-6.55339738700283,-11.0402779173121
Q9BRQ0,-6.57362842144665,-3.38100806980745
C9J069,-5.24542081670142,-2.92056434548649
P17858,-12.1345525784447,-8.18253707222055
Q155Q3,-2.49815280082462,-1.98044275672087
Q8N9I0,-6.89622474951399,-4.13096464812705
Q14644,-11.0263764044397,-3.5719873259878
Q01167,-11.847707688745,-3.21277512341311
P35249,-16.103982165518,-5.26333459245411
Q86XX4,-13.3652485538888,-4.58881055624286
Q16222,-4.52420163139094,1.93726131049826
P42166,-3.38383091947021,-9.63576116923662
Q8N594,-5.35817987410844,-3.02108700698807
Q8WYQ9,-2.37494566652244,-3.03767994787632
P52788,-4.43492728690318,-5.39301359574011
Q9H5N1,-3.75798171811812,-1.30752045102478
O75061,-12.134529177878,-8.28040327994538
Q969H6,-1.21235572690855,-11.8532487885176
Q9P2B2,-12.1711015474443,-8.80812113302199
Q8N4L2,-4.04221828075726,-2.87131340290323
Q9NVQ4,-11.8405027124231,-5.10626530839427
P12955,-13.9556271961415,-5.43584291762896
Q9UPU7,-13.1702470399143,-3.89379536644814
Q8IU81,-13.3082539815683,-3.48701468586132
Q86SK9,-4.36601348857187,-3.79058448249962
Q8NEM7,-7.18392249994598,-2.56348062769018
Q9UN74,-9.64109515011666,-3.95591249453974
Q9HAS0,-5.20462972963545,-23.2534966642115
Q53T59,-23.2534966642115,-7.71427815145816
Q5VUB5,-4.06848651101742,-6.48237755507694
Q86WR0,-15.7897170669548,-6.59829552541069
Q6DKI1,-14.0456958118468,-7.57412573319354
P0DPB6,-4.81248601634404,-4.5424773148297
Q9P000,-4.53027418299832,-23.2534966642115
Q12907,-12.7874437830688,-6.49084768920922
Q07955,-12.9846621766007,-8.81797465204902
P29320,-13.585159002094,-4.89196236907545
P62879,-23.2534966642115,-6.32432592285042
P51817,-23.2534966642115,-1.49325917055776
Q13049,-12.1482888087851,-8.13109886612906
Q15386,-23.2534966642115,-6.83367165832202
Q9NV06,-20.9717627200794,-3.78740099521211
Q8NHQ9,-6.36377096629405,-23.2534966642115
Q9UFC0,-11.9096859946893,-7.57282503674048
Q6P1M0,-23.2534966642115,-7.67675821773996
P35568,-14.862259656989,-5.95531245887107
Q16774,-14.5006086434333,-5.98469982527565
O95834,-23.2534966642115,-4.45069568249206
O75794,-13.276354731076,-5.53283287161288
P48651,-6.34149657762408,-4.39712366293691
Q92529,-8.05972782128814,-3.43579613751896
Q8IZQ5,-6.74947254726311,-8.7126716289546
P78330,-23.2534966642115,-8.80210465039071
Q9BT67,-13.2062930348389,-5.5624677515979
Q8TB72,-23.2534966642115,-4.97948378722312
Q9NSB8,-3.81177306595212,-3.49638357167803
P41247,-2.18791592885429,-3.65843300553236
O75127,-23.2534966642115,-5.59427503318186
P46776,-11.4877235259999,-8.0217450815245
Q92905,-7.93624270442568,-5.79068845918192
P46940,-3.22766848639978,-5.84566574051065
P54762,-17.6423001518753,-7.58183499790708
Q96L34,-10.3332547667379,-4.47687078286077
Q63HK5,-3.71333689442749,-12.8682867504585
Q58A45,-3.00489844978771,-3.49181538607339
Q96BX8,-12.4024420613302,-6.25703974850582
Q7KZ85,-23.2534966642115,-6.5017116291303
Q7L311,-23.2534966642115,-5.70719331657964
Q9NQV5,-9.79453366337227,2.36869168395074
Q9Y4D2,-17.6103034189549,-4.37348955818027
O14979,-23.2534966642115,-7.70543119026875
O75592,-15.989261482676,-7.64064734481331
Q4G0J3,-5.65589827307608,-10.5727212691429
P04035,-11.0175109122936,-4.96825313502024
Q96SQ9,-2.0263549652538,-2.5135780112067
O76062,-12.770873815073,-1.14066902114269
O00499,-23.2534966642115,-8.42346909112325
Q16825,-1.43818884052745,-3.05938188310669
O00522,-2.04781840793593,-4.50466200803716
Q96GM5,-13.1207845988349,-7.85402723757241
Q6P996,-7.75633630179082,-16.2426388531131
Q8NG11,-5.84091627687949,-11.1153839640443
Q12967,-13.7370483793705,-4.48402052588325
P60520,-10.9845010834406,-2.54599035037635
O00267,-19.8238121894166,-5.35448502386164
Q96NW4,-4.50342749018229,-23.2534966642115
Q13057,-6.61163153398003,-5.3047294858386
Q99653,-10.1627200527932,-7.27239387627145
Q86TA1,-4.07497420450888,-9.84168262158716
Q6P4R8,-2.74275651041503,-10.830689156882
Q7L7X3,-6.51852782525228,-8.43856147555321
Q13002,-12.1017293635388,-1.91663506763713
Q13045,-12.9621101669968,-8.78952516237555
Q8WYA0,-1.3428397298263,-0.311950742700843
P49903,-15.2556956894046,-8.04096381749981
Q15814,-3.12330879942233,-4.61871189216035
Q5J8M3,-1.43019458097075,-1.88555507320598
Q96EL3,-23.2534966642115,-6.20366070261803
P11117,-14.1312589942459,-8.13406203867476
Q9Y2Q5,-9.41905231136673,-6.10334420366234
Q9NR46,-23.2534966642115,-8.89991395270702
Q15269,-10.7942041228775,-6.27819524840186
Q8TC07,-23.2534966642115,-6.13557551200022
Q14CW9,-3.79749377014151,-2.46192212904121
Q9NSI2,-15.2297312277108,-5.83802827688659
O15523,-23.2534966642115,-7.63366996120022
O15347,-13.4241801131891,-8.3138939425368
Q96BJ3,-6.29155766036943,-10.7055619762494
Q9Y3A6,-13.2593441600069,-4.76931081911374
Q9Y4K4,-23.2534966642115,-7.93839544688853
Q9NRZ7,-5.00222120127848,-3.49733951870014
Q9HCJ6,-6.87588721462339,-5.74115244452878
Q9NSY0,-6.79332949516533,-5.54782477828689
P20339,-5.54980444716291,-4.43273222217146
Q8WVM7,-13.6961304389976,-6.44896524692257
P19784,-13.335688730998,-6.15802958759841
Q8N5X7,-13.9382973838738,-7.50154785784566
Q9GZT8,-3.6318269441925,-4.90662811481892
Q5T440,-4.78896810597766,-23.2534966642115
A4D1E9,-11.177468569175,-3.12562318465184
Q8WXE9,-3.57932771885003,-11.7259270217063
Q9UL40,-5.42822728143018,-7.23990311866237
Q9H857,-11.5535616777078,-7.11975010067819
A4D1P6,-6.79398238432487,-5.09061043990919
P27544,-2.07301119954495,0.484709405452183
Q96Q04,-20.0571666829258,-7.38738017947053
O95372,-23.2534966642115,-7.39412308306227
Q8TDX7,-12.605890808172,-1.69239131697468
Q6PML9,-2.74286895989191,-3.45093733847351
Q9NVX7,-13.5315549660584,-6.17461208839264
Q9Y6Q9,-5.50055486138285,-3.68934446538865
Q9NUQ2,-4.93769123522382,-4.71740719503746
O60568,-11.1231763422707,-6.53815296746728
Q8TB52,-4.27148258881535,-3.55752333237424
O15126,-12.0982620278163,-6.29732260018958
Q8N4P2,-11.8982382331308,-4.34520665775782
O75643,-14.3074643667499,-7.36594536911234
Q9P107,-5.35229383631059,-4.63484862424109
Q7L5Y6,-3.06713988880634,-12.2998272129826
P15907,-12.7196408051637,-4.73381463689871
Q14980,-15.2468288542273,-6.38206439845065
Q9Y3C1,-10.0979762479258,-4.24233722018225
Q93096,-4.70397581152244,-12.9253394649419
Q16740,-7.36474621017867,-6.22435242462342
Q99549,-12.4626726244118,-4.30582978877003
Q8N7H5,-7.73251462314989,-13.3272798584963
Q9Y2S2,-4.78476307255203,-3.50640321645463
Q8TF46,-10.2228955144595,-6.58180473122374
Q9BZI7,-13.005042990627,-6.53394463350952
Q96KG9,-12.071578092332,-7.91716572833278
Q9UPS6,-13.2991887925139,-5.68415537516125
Q7Z3T8,-2.74046004814212,-3.3869331584909
P29590,-12.0491229561159,-3.23461848800076
Q676U5,-6.53654620236031,-4.753742764635
Q9BUN8,-6.68862900406778,-5.89212693174233
Q9H0D6,-13.9574045902575,-8.00170239898666
Q9NR80,-13.0774576534837,-4.6165720955702
O15530,0.452021296668203,-2.74881452678359
O14994,-3.10446165856488,-2.12677357626805
Q96PE2,-12.2730034319445,-4.28229554349122
Q15375,-6.71447112532209,-3.59619794919611
P46527,-11.0403312838898,-5.54505355486361
Q71F56,-12.8907258990402,-5.42252220087219
O00217,-23.2534966642115,-8.65515285710209
Q01118,-2.65262650943251,-3.76989296421322
Q9H2F5,-2.78482829005742,-2.18787271598007
Q13472,-3.16795100865924,-4.31761861459991
O43314,-7.93792293437806,-6.3829945790193
O00750,-23.2534966642115,-8.52100364817156
Q96EK6,-4.22624557842723,-23.2534966642115
Q12872,-11.6593581639836,-5.57679144370287
O00273,-23.2534966642115,-6.3201336275976
Q9HB21,-7.62190083905102,-5.65334896956296
Q9NSC5,-16.7402066138881,-7.65170529890776
O60292,-3.93251273180329,-13.3430899285884
Q9Y546,-11.6284206148918,-3.69135989628623
Q9ULK0,-3.11607816749152,-2.69891736343084
Q13191,-13.2437889713406,-7.49778546411071
Q12809,-23.2534966642115,-6.66228103617528
Q8IWS0,-6.25481023861428,-4.02398410517002
Q9BPY3,-3.46566541296718,-23.2534966642115
Q5JTJ3,0.357124542984733,-1.30886804109725
Q05655,-2.38477322585751,-1.46585890693696
Q8IYB8,-8.50334353054332,-6.31801503421835
Q08945,-13.4179668293238,-7.48374040113672
P53667,-19.3540444936468,-6.01730797839093
Q13394,-11.333297034346,-5.2997698179909
O95628,-12.5620948436962,-5.15460389895105
P31629,-12.1542229408695,-3.4091802779945
Q01804,-1.43380996678488,-1.09432364002155
Q9ULB1,-13.0130300017674,-5.34340072460783
P60660,-5.99059706213232,-5.63771651166888
Q86YJ7,-1.60167557204761,-4.37668464342617
Q8N9I9,-7.67386013571083,-4.1861487860557
O00329,-23.2534966642115,-5.90335977681456
O43752,-7.46256215372147,-10.1784042543531
P84085,-23.2534966642115,-8.76089894737176
Q14964,-5.09028489617661,-5.71865956060704
Q96EQ0,-5.96150529785402,-4.73975572870951
Q12972,-6.23108063745007,-3.74784464662856
P43250,-23.2534966642115,-7.72827247285467
Q9NSY1,-3.24782964998079,-2.3445251336606
Q9C0B0,-9.62030593664963,-6.34784659781731
Q9P0U3,-1.76568624627065,-2.83254242034601
Q86XK2,-3.06526818060567,-15.098353326043
Q8NBJ4,-7.01096758446442,-4.58006929024898
Q8IY18,-4.89472220391962,-7.03015032052778
Q13585,-23.2534966642115,-5.78531142131963
O43670,-6.32589026166334,-4.91913274787799
O94818,-11.920656100438,-2.0737958105043
O75525,-9.35291018404804,-6.66665335360127
Q2TAY7,-23.2534966642115,-7.77631383401743
Q92564,-0.310949742274877,0.336781742128587
P23396,-8.13243803689728,-6.9011865913569
Q8IXB1,-23.2534966642115,-6.77943478977405
Q13724,-14.0454890814612,-8.62433111595451
O60293,-4.45233786447904,-2.56403903603416
Q68DK2,-2.89222996044496,-4.58224902084057
Q8N5N7,-15.2390329833517,-4.68852094501207
Q9BTY7,-4.08270852630923,0.49273489862696
P34947,-4.2970845924311,-7.51624841797197
Q9NZ56,-10.7873495540314,-6.74636511934278
Q9UHN1,-7.66439987835683,-6.21833329041571
Q8ND76,-14.6730393646735,-8.25506652241656
P56937,-3.22367017273358,-4.18884545187123
Q9UG56,-4.07951587370769,-3.49342046807696
Q8IWZ8,-23.2534966642115,-7.71469104234098
Q70CQ4,-6.51555164414964,-9.98407050297568
Q9Y365,-6.50541885225554,-5.33018183815558
Q9NPQ8,-1.30213784893536,-0.577778000271484
P08582,-5.14213778984697,-12.8391653915349
O00255,-13.4052448405061,-7.77872215966016
Q9Y4K3,-8.87552902603734,-23.2534966642115
Q9BQ16,-2.15772287353456,-3.04898695263326
Q15788,-7.1019398770913,-5.16975773892712
Q15785,-23.2534966642115,-6.79772248642123
O43829,-18.3821517647596,-3.95305820724636
Q9UGM6,-11.2391117334544,-4.10466179116795
Q9Y3B8,-8.14731550800082,-6.97464058487577
Q9NX05,-1.19923367130773,-1.26094950515382
Q6ULP2,-11.7179917920034,-3.57879219931244
P09012,-9.43077350244811,-7.6334477855334
P41240,-13.3281293685612,-7.50059683023977
O95071,-13.3163479596487,-6.4285514246417
Q9H2U2,-7.62483458504351,-11.211040324511
Q8IX30,-11.7344247828483,-2.32738528316673
Q9P0J1,-7.51929580941512,-5.93247632745135
Q6RFH5,-23.2534966642115,-6.90372125333218
O43823,-4.85881581243557,-3.76713393012575
P61758,-8.70269818256799,-9.76849828148831
Q9NVV4,-3.47740653312062,-2.30136559340281
Q9NZC3,-5.73968319568757,-6.69829628327786
Q9Y2D5,-13.7185308727867,-7.15853134649587
Q7Z698,-23.2534966642115,-8.65735053484785
O00505,-3.45269037265572,-3.03115390587699
P23193,-13.2672518447387,-4.25516399449545
Q16585,-11.9861177335164,-5.47175874614547
Q8TBC4,-4.703918431791,-5.94389075184618
Q12980,-3.7582953304577,-3.95350675483817
Q13283,-19.3047897960628,-7.6340020660175
P05387,-0.730757059320098,-0.229527162792771
Q8N0V4,-6.24872606947791,-5.33524065367251
P78318,-9.61236111366181,-5.10389210222137
Q92618,-12.9774393592553,-4.92264749986261
Q12788,-23.2534966642115,-8.85547799405088
Q6P4A7,-4.78953235542377,-3.33198306204273
P34059,-23.2534966642115,-7.15788366433704
Q00535,-15.1054167490573,-8.57245269678939
Q13424,-0.280580875511163,-1.1532573518855
Q9BZG1,-1.10964950048308,-1.60160642359337
O95622,-16.1719584719377,-6.75108952557765
O60524,-14.0347775544652,-8.35111965044874
Q7L4I2,-7.31860844136935,-3.45944923877582
Q9UMX1,-8.76336698333554,-4.28114021984836
P00352,-23.2534966642115,-3.026084827287
P35052,-13.8715498961401,-6.43964075374848
Q7Z3B1,-23.2534966642115,-8.8460170050674
Q16842,-7.24758311849042,-6.26024608222315
Q14416,-7.21147677494756,-11.7197512087035
Q9Y217,-20.69990062861,-6.8779531277848
Q96QC0,-8.36800497091473,-13.027130395004
Q9UPN7,-7.1610249552762,-10.631369328442
Q9NVM4,-7.13368630377922,-4.94719553245653
Q96ER3,-2.65600691289948,-11.0091743991586
Q9Y696,-4.45951031662049,-13.5876294492924
Q92630,-2.5481260775608,-23.2534966642115
Q9UGN5,-5.04555089460663,-3.41205238544968
Q6PJG6,-23.2534966642115,-3.80849583258468
Q5VTR2,-23.2534966642115,-6.69076220643307
Q9ULD5,-11.4195622463056,-2.6839724385803
Q9HCE5,-2.95549735712003,-4.89149834301215
Q6Y2X3,-23.2534966642115,-1.85330318573554
Q6PD74,-15.0754725321414,-7.89773012331014
Q86W92,-10.9985531870137,-1.33867377968386
Q9NVR5,-4.38374446289275,-3.44198337291186
Q9UM13,-3.99640077668721,-3.53170831838966
Q2TAL8,-6.27268070472429,-2.58433116737032
Q969R5,-2.01609564887397,-1.07806953216688
Q8N4S0,-4.30551260757128,-9.64482338977309
P15260,-6.16275728624939,-4.95767047916273
P55265,-15.9899894363818,-8.69376205550466
Q6PKG0,-13.888972144042,-7.51167541290062
Q8ND90,-12.5669047797344,-2.56104025927405
P35611,-13.960348243868,-7.7129718941299
Q8TEQ6,-11.567835803405,-7.80620547959058
O75943,-12.2270641085398,-4.53168850891433
Q9NWT6,-2.93203397239628,-1.92546531039215
Q9NRR5,-6.79477670776989,-4.10328355500513
O60318,-12.995000799136,-7.13193314082922
A6H8Y1,-3.73693430916568,-14.7113228058839
P15735,-3.87400643244224,-1.39527175699906
Q9NRR6,-2.5507530544943,-2.26949017890499
Q6P3S6,-8.62624084383407,-4.77209816886094
Q9HBW1,1.52395120218583,1.81922449115081
Q96KA5,-23.2534966642115,-6.67226604247918
P51157,-4.97625491644008,-6.24366173210919
Q14914,-23.2534966642115,-7.76951306703958
Q969K3,-5.24213427079989,-3.95545593160564
Q3ZCQ8,-23.2534966642115,-5.19259551881538
Q7L8C5,-13.9556999378151,-3.47683652931811
Q9BRS2,-3.51963702158589,-12.0037244446468
Q9Y5T5,-13.123086589541,-3.64281630334869
O95861,-18.2851818524726,-8.2608077134353
Q9H5Z1,-5.88168257304849,-14.0652154730543
P62993,-23.2534966642115,-7.9515187719195
Q9Y462,-12.7718338041489,-6.16138907601293
Q9HCP0,-0.139657966764048,-1.58750552311405
Q9P2F8,-15.6990580611565,-7.43504508672779
Q8WVF1,-0.351721586867003,-5.38882044393074
Q92925,-10.1382039858755,-4.56944814766636
Q9H4B0,-1.79661937940326,-1.28606059978456
Q14149,-10.9989429273172,-4.83530253267605
Q8TCA0,-15.6884919264412,-6.45657083481949
Q12770,-13.2889069814743,-6.46275055898621
Q9NP92,-6.67991126070332,-11.6789792074693
P09455,-23.2534966642115,-8.634325112702
O94992,-4.62352009096113,-3.32802956592519
P50897,-7.76843599325941,-4.20637745762279
O95819,-13.0984170980519,-8.06690245658437
Q9UQ26,-6.20756607060863,-13.265222207678
Q6ZMI0,-14.4196626389282,-7.87922682909793
Q9P270,-7.982742088348,-4.46189022760533
P45954,-9.51689702364025,-6.59702243633502
Q9Y2S7,-10.6263279253818,-7.11110900070297
Q04760,-2.50108727344581,-3.31370306052798
Q9BQ70,-23.2534966642115,-8.86733648784346
Q96JJ7,-4.39576261760686,-6.86452625830919
Q96C12,-6.451641837518,-11.3548943055542
Q96NL0,-5.48665067067586,-23.2534966642115
Q6UWP2,-7.09023199011035,-4.78028781826971
P09661,-6.86417110031282,-6.11464791516007
O94763,-4.27953022828527,-3.52967567099153
Q92932,-3.60691184285818,-13.1517857470443
P07948,-0.588749793733797,-1.92615059814245
Q9P2R6,-23.2534966642115,-6.69198726690901
Q14865,-2.64603249412531,-1.84427705590109
O75431,-9.04356533928527,-4.28716575169421
Q9NW75,0.70331589037983,1.17043520028963
Q8WYB5,-6.0460131893198,-12.6411746156276
Q969P0,-12.7263770417749,-5.72627004601977
P62857,-3.64112663826652,-2.57685332639965
Q6NT76,-10.9589193949294,-3.47150534264409
Q99504,-11.6035261195573,-3.11060174388375
Q8IWA4,-15.1451341627547,-7.01229427317647
P49441,-13.5856597154907,-7.23018450816589
P09497,-3.22496510013597,-11.3694930720094
Q92888,-5.00075434453903,-11.1621926081063
Q96SZ6,-3.24035592630075,-3.53751892873773
O94888,-23.2534966642115,-7.58568988511869
Q9BVG9,-16.365769881604,-7.53870908200364
Q9Y5W9,-16.4508820515559,-6.31614455346142
Q5TC82,-3.23182605678838,-2.62203842350041
Q9H6T3,-6.7473968361389,-5.09238780530265
Q9Y3B3,-5.57623096438502,-23.2534966642115
P62263,-11.108787366114,-7.47104433100688
O60503,-6.81696344395287,-5.87979873807242
O95948,-23.2534966642115,-3.93940008220771
P19447,-4.82614189787882,-3.44100140697385
Q8N5Y8,-3.76367122771556,-4.17805819630718
Q9HCD5,-15.8265303307039,-8.89934653322332
Q9NP90,-4.82014698685327,-3.3794833176878
P17029,-23.2534966642115,-6.80796260218195
Q9BTU6,-14.3643412025769,-6.58279117522668
Q8WUX9,-23.2534966642115,-7.45011569650738
A6NE02,-11.6846422905356,-6.95848621614345
Q9BQ89,-15.3159236640458,-5.04737130474696
Q76NI1,-23.2534966642115,-6.66330966512689
Q96C19,-6.81212136961266,-8.05802420075638
O95881,-2.997471211552,-2.6459938281337
Q4ZIN3,-14.9565689109352,-5.13032805234281
Q16864,-7.96322906594742,-18.1532956427156
Q96RE7,-23.2534966642115,-7.63587408116568
O15297,-5.07924242110306,-3.07804063017875
O76080,-4.08655773966862,-23.2534966642115
O94805,-23.2534966642115,-7.29147353952569
Q6UW02,-1.91245565272523,-2.45827432569423
Q96JK2,-12.9598912896235,-6.3361880566123
Q13564,-5.61466859464041,-6.40749938015225
Q16629,-5.49432146110247,-4.67185015165524
P53701,-12.9255300201549,-6.48561515015056
Q9BW61,-4.09149976298617,-4.20314951694772
Q13158,-2.87437866795328,-3.29606060197464
A6NK58,-10.5422009512698,-3.19938409394789
O15016,-3.1027733235606,-12.1599901731835
Q9Y3T9,-9.93572987655995,-4.61154549626588
Q16854,-2.20379804994497,-5.94314346397706
Q13595,-3.67950810205863,-6.31235912839368
Q7Z4G1,-9.01954378432996,-4.19606204181232
Q99836,-16.039828361184,1.30625032523969
Q9H977,-5.12974465133541,-3.81469950674168
O14594,-3.02420126465038,-8.7302304982169
O75129,-13.5532356802083,-8.48508777543512
Q5VV42,-14.2933145385922,-7.46141641404708
Q8NDH6,-12.6876525076329,-6.50436220409954
P84098,-4.39681797667637,-7.11798315326067
Q13243,-5.82491513655744,-7.32821779411255
Q15018,-6.70287990089037,-5.25987385061665
Q6UUV9,-5.68682050061654,-4.85980137449732
O15066,-3.05555172741252,-2.33062367434234
Q9UHW9,-7.22434441395999,-23.2534966642115
A2RU67,-1.79815288990404,-13.2740215095512
Q86XS8,-2.94956745703271,-2.31720632404076
Q68DU8,-4.37075022144,-3.77930355044662
P98175,-12.6457305790254,-7.51376342764198
O43674,-14.4707878185787,-5.29429173808044
P40855,-4.50956413993719,-3.55396532105406
Q8IVL0,-12.9636682865071,-8.20076029339865
P51571,-12.9398489863317,-8.64237693918905
Q96EY1,-11.9370664895952,-6.91443543275003
P53582,-8.49358273793384,-12.8353713034224
Q15311,-6.26414395955469,-3.53867450551964
P30049,-8.24479772594815,-5.12041181406455
Q96JJ3,-3.19110422637886,-2.94521647957249
Q96HU1,-6.1269389743461,-13.6340990419223
Q92953,-5.25229252216765,-4.51528312976213
Q8TDI0,-9.92686047400814,-5.03460978794735
Q9UPN4,-13.2096960930817,-6.04272468713259
P98174,-11.5392408020641,-5.93986859614049
Q8NFH8,-11.6765360071306,-2.42088950712246
Q9BYN8,-4.5864143399686,-3.25507330051674
Q8N474,-2.86249613182432,-2.0433060489102
Q9UK39,-7.28998089392497,-23.2534966642115
P17655,-1.84562400451205,-3.9972454400942
Q16281,-2.86651036944411,-9.80623478347333
Q8IVL1,-13.041709636661,-6.83174843254913
Q86Y37,-12.8228878453494,-3.58215011850875
Q15545,-12.008799873463,-1.60726954301216
Q9H8E8,-1.06284624153845,-1.83680306276419
Q5MIZ7,-14.8836150142152,-4.34838250304731
Q7Z6K5,-5.85284446653686,-7.15783961991445
Q9C0D6,-0.849862445537083,-0.282723066339794
Q12772,-2.63281983985459,-1.99154841318371
O14653,-3.79289738134681,-8.22848373056314
Q99447,-4.92616610846359,-3.9766036525314
