PG.ProteinGroups,P0,P50
P08574,-3.06994955591536,-1.76927194733308
Q8WUA2,-9.17950106149158,-8.2555469074154
P48634,-11.3042350169253,-7.77170158922999
P49247,-3.37714909973824,-2.64556021938238
Q01650,-10.5484440447639,-4.19408912542908
Q05BQ5,-23.2534966642115,-7.83779349724467
Q9NPA0,-3.31571754963383,-6.18587264966434
Q96K17,-4.38145466506767,-6.19175536434119
Q9Y3B2,-6.38455545298304,-14.8976622798441
Q1L5Z9,-12.598343896479,-5.29076696721474
Q8WXI9,-3.11984614891968,-3.8848449484668
Q9UHQ1,-2.92356116047051,-1.85682833082726
Q6P995,-12.6577338329996,-7.68347482516422
O75787,-4.79738730068439,-5.93720624124949
P42898,-4.45910083845052,-3.70066533562147
Q86UT6,-1.20717332480746,-1.94357250149605
Q4L235,-2.60617212875513,-12.2084507609702
Q9BPX5,-5.27129542000281,-5.46023025743629
Q75N03,-2.42265555506827,-2.02483471191993
P52298,0.356061620337655,0.793982466558595
Q8IV38,-5.75589114568468,-4.96247045607448
Q6PK18,-2.53037707008332,-2.07573725089054
O94813,-23.2534966642115,-7.38071809810806
Q9BRX2,-7.47330369307146,-5.60888643398873
Q9P2R7,-6.46121267352369,-6.90386468779163
Q05D32,-3.03333739599626,-1.86241537408031
O75970,-13.7645424305191,-3.61623418526592
P49593,-8.15961442820605,-5.32198646656087
O14544,-3.21461785776796,-4.28450624719206
Q02790,-10.8833539076298,-8.4460443929992
P57768,-3.53376551655387,-2.90012863832057
P55957,-4.89218131188042,-3.58318510309163
A8K855,-4.45428419742608,-6.78845833670514
Q92520,-15.1142604094628,-7.25828389791915
Q96D46,-23.2534966642115,-8.68478036148514
Q96RR1,0.569336127969452,-0.451384278625515
Q9H777,-8.34732837100065,-3.81421098766653
P42285,-10.3305927653194,-8.60418351713776
Q9Y6E0,-14.5237359284132,-6.82612379203134
Q8N157,0.724505648547702,0.201949738083253
Q9GZQ3,-8.87878693936076,-6.66971921416957
P46977,-8.77780581798165,-11.5623125858724
Q14165,-23.2534966642115,-7.94355486046472
Q9UHX1,-23.2534966642115,-8.80597205985365
P57105,-13.2648591260469,-5.72986129812361
Q9HAR2,-23.2534966642115,-7.56739191801336
Q9H488,-11.5676155885895,-6.39274068557555
Q4ADV7,-1.60230575286719,-5.07645985255326
A6NHL2,-23.2534966642115,-6.44128785051013
P17252,-13.6312333300183,-8.6411218217039
O00507,-1.97376860064628,-0.695185440609847
Q96IV0,-23.2534966642115,-7.19906360912385
O94887,-1.02709173541042,1.24866331875359
O95864,-5.67933008378797,-4.80398812562022
O75077,-10.5723338600721,-3.67869161386483
Q96PY6,-9.04805255068161,-5.05963322254146
O94864,-12.7128974074932,-8.11949199512171
O43719,-12.9986861330453,-8.41932071887934
Q9Y692,-0.340810512837966,0.0344151978671584
P40937,-8.14997903389576,-7.34409237537249
Q8N0U4,-4.00676991556782,-2.10088575339471
Q9Y2K9,-11.4332746800478,-4.48877681009183
Q13445,-1.19224233100224,-2.1081169486838
Q7Z5L2,-3.30842126018567,-10.8460812289912
Q16513,-14.4146218476914,-6.51209082874881
Q5GH73,-5.71317906888117,-5.34647611346004
O94819,-8.02522032776533,-10.8344406261599
Q6PUV4,-8.36713170590222,-8.65972369125721
P07205,1.80693488373002,1.19266564245434
Q7Z7M0,-11.76327430455,-6.21974929496815
Q86UN2,-0.244039451394578,-1.16446624253242
O75663,-8.83079375090744,-12.2833701592882
Q9NRH2,-3.40114345574563,-2.73945538621185
Q92610,-5.2877143520647,-3.31013003744266
Q9UBK9,-3.24276726686506,-3.97077003199429
Q9Y6B6,-7.6010626116346,-13.4940009599508
O95198,-7.31560750762953,-3.79353251854456
Q7Z3E2,-5.9541384545231,-8.33029448721272
Q6STE5,2.21594065635791,2.62161515265681
P27694,-9.39450703985877,-7.35990178437607
P05089,-5.86139610077527,-14.9804073789881
Q8N8N7,-13.7850441491106,-7.58496414757823
Q14444,-16.5351426605161,-8.03423516239719
Q9H3T2,-1.90129914287145,-2.27230014342489
Q96FZ7,-7.21834020195248,-8.19362576669799
P29353,-6.43354973508847,-23.2534966642115
O43772,2.10678863037048,1.23258207620741
P26992,-23.2534966642115,-8.985488571312
Q969S3,-5.64156117844375,-4.44914980380572
Q9UG01,-2.47591384388478,-3.10203620564122
Q8IZD4,-12.1611332389477,-4.96576952973333
Q96S94,-1.77625695655386,-2.69334791551512
Q86X02,-4.24894606074384,-3.14235180734709
P31152,-1.73082043801307,-1.53631141558691
Q86WK6,-4.1972612077701,-12.1319114281686
Q9NX74,-8.75115611964131,-3.09144440298501
Q0VDG4,-13.7968907965661,-8.09102435704817
Q9H089,-0.481498834415796,-1.49127753101102
Q9ULV3,-23.2534966642115,-8.17079663213546
O43581,-4.8103732894381,-3.97498410549102
P06396,-10.4488223929206,-5.72889656500647
P17041,-1.73487991145159,-9.17998341923499
Q14457,-3.66407054053329,-2.60895975062684
P55795,-23.2534966642115,-8.70473326893831
Q08380,-4.20321220895831,-23.2534966642115
Q9UJ83,-3.04890333100897,-4.85488752105032
P06865,-7.34114439257971,-7.01086091701945
Q9NU19,-7.19926177246995,-3.56764066294774
Q8WUH2,-6.09568788050273,-9.13016107623145
O43660,-14.6013479267152,-8.92130060913295
Q9UL46,-9.61876153994306,-8.8686861189629
Q7Z6L1,-11.5913205588899,-8.35324699837647
Q7Z7H8,-4.22414478529441E-07,-4.78967986845566
O15164,-4.24541185437038,-3.67292414171834
P35475,-4.17065171331432,-4.70272716642759
P63313,-8.0129737475375,-7.50161543696335
Q96LT9,-12.0984925189318,-7.35757103623212
Q9BR76,-7.90385865491746,-7.19820453982636
O14828,-4.49675485055371,-5.06424151346105
Q8N357,-2.00603028571923,-2.20438079228078
Q9BQT9,-5.58333253325229,-4.71287350597223
Q96MG8,-4.68476677521747,-3.34618934003297
P43378,-4.16420451221677,-3.74980345844349
Q7Z6L0,-14.5748029260278,-7.93212130344501
Q8N335,-5.55203975300947,-6.71151469389427
Q86TB9,-11.7001578101089,-6.94768342571531
P16591,-10.7474887425307,-8.80029614833042
Q14257,-8.16591201087002,-8.56224496808993
Q13491,-14.4695183644386,-7.74321318172529
P62847,-6.30541878884382,-5.83408562183536
Q9UK73,-13.2493972317409,-1.44296629063702
Q08828,-23.2534966642115,-3.54184279765616
Q13303,-23.2534966642115,-7.441959435661
Q96PV0,-6.05199630483884,-5.51716942739871
Q96P53,-6.29254392270119,-4.54226608395779
P22570,-11.9509600189039,-8.92223274232718
Q7Z7A3,-4.33930481837125,-5.01133955921676
Q76N89,-5.15158291212519,-5.79287721179518
Q13535,-4.86186762067679,-4.13642584429927
Q15542,-1.0705300487124,-1.35994415867452
Q9NWS0,-1.65176251175371,-2.24260998936979
P00966,-7.58193542512179,-14.3751347158531
Q3ZCW2,-12.6731640059264,-7.94214997067099
Q9NW13,-23.2534966642115,-8.85163082443372
Q9UH62,-11.7324917570809,-8.98066489395053
Q9NVM6,-4.30687087787503,-11.2835050567239
L0R819,-5.60409444334708,-11.6798316855833
Q7RTV0,-10.8872261252063,-6.79157982960421
Q99608,-12.1665148207503,-5.65014708200821
Q8N8R3,-4.18620791819009,-23.2534966642115
Q16827,-8.58932210529382,-14.4871072997304
Q9BXJ8,-1.90459492876291,-10.8897142373185
Q9NQ69,-11.300646901841,-5.15753894106411
O43556,-3.72323785034464,-4.19848283634175
Q8NDN9,-13.0529444899527,-5.40476766578596
P51511,-3.06559904088797,-2.23501171547812
O43464,-14.1828701733103,-3.46077240938457
Q9Y3T6,-5.40846709474773,-4.1218528697064
Q9Y2M5,-12.9148760701563,-8.90923988203006
Q8N9B5,-3.32633102302526,-3.75764693872673
Q9H553,-6.65960563399319,-6.44789723912524
P48380,-2.90438980710799,-3.03541490775986
P82909,-7.95359242640297,-4.96443983249903
O75351,-8.23628007058514,-14.968432632563
O60315,-23.2534966642115,-6.61028470961211
Q5JR59,-8.72815297458574,-11.1103059419257
Q9NZN3,-6.33671689009584,-8.19168160668584
Q9UQM7,-8.45460846636926,-9.31343590256404
A9UHW6,-3.43731906789416,-3.26866637674443
Q9UF56,-2.7026541123275,-2.88838196203453
Q9UIJ7,-7.05065544982967,-6.70870736397706
Q9NZC9,-4.11049900333068,-3.59542296254076
P56182,-23.2534966642115,-7.23573849893889
Q9BRR8,-5.08692937710029,-5.73920397478791
Q16877,-4.1549743773822,-3.71264177619597
O43818,-8.58704457286115,-10.2481693700038
P54253,-14.5734233144933,-8.8028067308439
Q8N961,-1.03094863145064,-0.655767064544551
Q92784,-14.2188765455339,-8.36788540832122
Q10713,-4.86417494223723,-5.08448381234938
Q9UL68,-4.00308482639986,-5.28600354514439
P54652,-1.73922158892717,-2.39457203856747
O75676,-6.41434640375501,-9.08261998209782
O94804,-1.01849547482476,-0.413520919539084
Q9P1Z2,-7.93346130008943,-6.18277117104356
P56537,-4.78392480956532,-4.32652775135884
Q6N043,-14.0374161999439,-8.26809838757136
Q96BT7,-3.55465548121335,-3.85570853566353
P78364,-11.2076135969052,-4.51529540976758
Q9H2S9,-3.03250777924404,-3.23165492898312
Q7Z7L9,-2.91550591853005,-1.97423969855828
Q9Y6M4,-4.48654276562443,-5.67890558474603
Q02410,-7.59797929058533,-23.2534966642115
Q9H4G4,-3.21957711767128,-14.8151764427582
P51798,1.63855271247305,4.53880449555729
O60493,-7.61245100506103,-8.60649075589069
A6NKD9,-14.0959294081631,-8.00131417700424
Q08623,-4.4538109616556,-4.15873956605075
Q9BVS5,-12.6493444694976,-8.27965130749306
Q96DH6,-9.37790545335865,-8.8362883788783
Q9UBU6,-13.6755723506747,-8.94131253586328
Q96GA7,-7.98480946126284,-23.2534966642115
Q96PN7,-1.35825476599794,-1.8853024849276
Q96SM3,-12.4969352498166,-2.29058880383536
P52630,-12.791121348015,-3.9750441146377
Q8WX77,-5.5141480624771,-5.15379271298844
P05141,-5.30167485721823,-7.53313027171412
Q15366,-7.85093897112663,-8.55455957328789
Q01064,-11.5051340290417,-5.16418480941675
Q9UBM7,-3.69969913281107,-3.35861403151022
Q96FC7,-5.90608058528328,-6.40946178911304
Q96MX6,-3.61626038150287,-3.65853970282562
Q8IVH8,-4.28585902719718,-4.38137929824319
Q15024,-8.74858492068428,-23.2534966642115
Q9Y2U8,-17.0966335605631,-4.9946856251794
Q5EB52,-11.9304873774928,-3.29448049654018
Q9Y2Q3,-3.69604444867256,-3.34260168698063
Q9BSL1,-7.64540490645004,-23.2534966642115
Q96CX6,-23.2534966642115,-2.70958634038471
O60613,-0.985784855004396,-0.996705264354235
Q9NRR4,-4.85542673071927,-13.4957969882766
O00541,-4.5719585220458,-4.87587649680739
O14908,-5.99079453836108,-5.70142093436191
Q96AC1,-4.62008579657752,-4.23008823854588
O95470,-10.961863290844,-6.3272225540188
Q8N5M1,-9.81714037479408,-8.86978660038923
P48067,-4.79053108261293,-4.36567947292388
Q9Y4E5,-11.00253273427,-4.01418398786282
Q9H7P9,-19.9229276312187,-8.32680100417269
Q9UJC3,-23.2534966642115,-4.79323233181424
Q96CM8,-13.5275985764082,-5.03984212740038
Q16342,-6.90848719820057,-11.1200842218058
Q5MNZ6,-6.08895492799965,-5.75645790499035
P04424,-15.3194625330975,-4.59664736288967
P49759,-2.11554980626718,-2.52378950023736
Q9BVG8,-3.62102030688209,-2.90767850830084
Q9BZJ0,-6.92538626880687,-6.60130557652969
P62330,-12.49210654386,-7.51853700275395
Q76I76,-4.91227657325897,-4.86880760339528
Q99816,-4.53262157400207,-4.69926574689607
O75792,-2.63330922574446,-10.9631388161629
Q9NWT1,-2.18398229928568,-2.06378704445063
Q9H5U6,-1.37023530316998,-2.12571486796406
Q9NZV8,-2.55209524373113,-3.15561937782847
Q9BZG8,-0.495132494297861,-0.671925620356366
Q9BYG5,-4.20985221254415,-4.69867197329071
Q9P2F5,-5.14082137210133,-3.03999274895652
Q9Y371,-13.8641662803006,-4.90698681127907
Q68D10,-4.34418023352109,-3.7540395836699
P51570,-3.17095350026621,-3.29554615896075
P06213,-10.6074367674068,-5.61391637142386
Q8WVM0,-7.04812471859095,-11.6108046326106
Q8TCF1,-3.82626998608086,-4.7307342553612
Q99436,-1.36967680512343,-0.966490787242602
P28288,-7.12593833734788,-4.96003518156065
O76041,-4.33074457184495,-3.72447590128123
Q9NVR2,-9.78976736015246,-4.03357998362837
Q8N8U2,-6.20499727770526,-14.368444109489
Q7Z553,-13.304153634171,-3.1167214766624
Q6ZU65,-4.33111553641178,-3.90173725536321
Q6P4I2,-6.22510558837423,-13.7313118721331
Q9NPG1,-14.3916594424166,-3.94516507217864
P31327,-4.36502418483651,-3.73935940440465
O76024,-5.4136287384086,-4.45833345757998
O43159,-6.45760727234304,-6.10645319655074
Q9H3H3,-4.16184972958727,-4.29239641850989
Q8NFH3,-5.8494257092844,-5.68932873220978
Q9Y6H5,-5.29753596658233,-15.9258008787347
Q8WVZ9,-5.39968645788099,-4.96608909389322
Q4KMQ1,-1.80126039107896,-1.48100263841555
Q8TE04,-7.3823437680815,-4.53669062964618
Q13485,-8.51764069027741,-10.4918816010404
Q7Z6G3,-5.96252043422668,-5.52142166043273
P05388,-13.5477062098212,-8.45258439401833
Q92824,-2.38354916978304,-2.60792353625161
Q96KS9,-9.57007561252638,-5.07785754525223
Q02083,-4.20692355888266,-23.2534966642115
Q8N6N3,-12.2329851581944,-6.85081469396102
Q96HN2,-14.3106552077214,-6.59036427603199
O60563,-3.16379994338306,-3.87713936218135
O75317,-1.58654271644956,-1.63216080316177
Q96LT4,-4.55760554059848,-4.69925897998165
O14772,-4.04825595485666,-4.26466270818034
Q9P244,-7.5116467147354,-7.53876250455995
Q15022,-17.6924557697891,-5.59600474430124
Q8N9N8,-4.26364664305692,-3.61427443132637
P58166,-4.30074445598759,-4.49356432588457
Q2KHT3,-4.27744996373485,-4.17224256293478
Q14696,-9.14882457276245,-7.80954418552045
Q9BWS9,-15.1916719026387,-8.45381097656329
O95402,-4.16305120263524,-4.33215811324049
Q6UWY0,0.691282354040477,0.48112609758868
Q96GZ6,-8.09798590845671,-23.2534966642115
Q6P1M9,-4.506494480903,-13.7650726751917
Q00973,-3.37400574769442,-2.90976519722229
Q14232,-6.29376277144712,-9.46128677262295
Q7Z7K6,-7.69291198089752,-7.63545858221087
Q9HA64,-5.51746859322735,-5.36552811673658
A6NIH7,-0.133427187079086,-1.38663559203178
Q96AE7,-3.5038144585354,-3.34377385112756
P63220,-12.6964441618111,-7.06148881894039
Q6UXV4,-23.2534966642115,-6.45955408220587
Q8NBP0,-2.97683882231262,-2.99775623972604
Q2TAC6,-11.3917655613697,-2.05628708396753
Q9H477,-5.70420822503748,-1.25154982102923
Q9Y2W2,-5.63879159213721,-5.40331504511322
Q9BY11,-4.12239968080562,-3.98103143356396
Q9ULB5,-3.09460344166783,-3.16112771560808
Q8WV74,-1.92755734561602,-2.58203853195016
Q9UBC3,2.83318906054796,2.61417945336733
Q10469,-3.18272671393733,-2.99796148492575
P40121,0.71805586461241,0.610239288451532
Q9Y484,-4.16124384798881,-4.20598349870349
P62750,-5.58043016463794,-5.17617749927081
Q9Y467,-7.89845451503262,-7.1673535719474
O14867,-4.37241593587874,-3.57340022339453
Q9C0K7,-2.41483541939258,-3.2690402862143
Q96A49,-7.14804388182899,-6.08654568291973
P04216,-3.37462691268672,-3.14078661603456
Q9H0R3,-5.26714853117107,-5.32728419372282
Q99439,-5.71567875965869,-4.06326232424926
Q9Y657,-2.01157033787621,-1.6653244597438
Q9UJY4,-5.25920327977923,-6.87763390844291
Q16875,-4.63198645399865,-4.10896446894435
P00441,-9.24504774648881,-7.97082451441199
Q86SE5,-2.14074292923351,-2.11587932625172
Q06203,-5.01422106239206,-5.50262086915492
Q96JQ0,-5.13394759020039,-4.30310781359688
Q9Y5Z7,-3.1827734153011,-2.98656366329478
Q8NDV7,-1.94142763675337,-2.41840632722278
Q9H3G5,-10.9257570948576,-5.52076748668569
Q7Z7H5,-3.12871368992984,-1.64376934803443
Q13490,-7.07003678270316,-14.5301169596122
P27361,-9.34366444007,-6.72847021292717
Q96MU7,-10.7748688123315,-8.71859998372936
Q6P1A2,-9.16083599314521,-8.07704533735961
Q9BYC9,-11.2255744986613,-8.58863619464082
Q13464,-8.89418733885033,-11.0611700345253
P0CJ78,-0.176547867849694,-0.441952644315062
Q9Y4C4,-5.9518269304552,-11.9805106401535
Q9BZ72,-14.0128273690424,-8.77643483137632
P82921,-5.01712108694973,-5.10614274160297
Q8WZ74,-9.55660552442125,-6.83814475318472
Q93063,-3.11329410137127,-4.09701344818659
Q8NCW6,-3.38351639090568,-3.29047797185479
Q9BYW2,-3.52018942649128,-3.26456516952426
P22413,-11.8710370041898,0.91038041371129
Q9C0C7,-6.72222578839258,-11.5861514679103
Q9UHP3,-6.6430008453577,-12.3637697407515
Q6ZNW5,-2.86457366506847,-2.91953569190996
O14508,-2.06493832178779,-4.22619086106193
Q08345,-7.70438688987298,-7.98438706367369
Q9UKK3,-7.72763972576156,-4.30397804014317
Q9NPI6,-6.27605542653072,-5.77845504897507
Q7LG56,-23.2534966642115,-7.14956431830001
P68402,-18.2914586406707,-5.83795711230479
O75348,-11.6247057779293,-8.00346903593722
Q8ND82,-8.83542371506088,-2.88940869966553
Q9P2P1,-13.1114675701419,-3.39976781071589
Q86VR2,-10.2316659867744,-8.56397630897712
Q6P1L5,-6.99095055325566,-3.37903468771533
Q9UGR2,-7.29709714718307,-9.13123061730394
Q8NCC3,-3.06185750124741,-3.74969567171546
Q5T5X7,-5.0847786350441,-3.61643306058736
Q8NCS7,-6.15258225148537,-4.6611800635122
O14640,-2.48529544872109,-3.04286806824122
Q9ULG1,-4.31121150388632,-4.0353947477734
Q8NBM8,-3.67400281439944,-3.7112066410795
P10606,-5.57861528944807,-5.87104469074096
Q12791,-17.232603274589,-5.85445691125348
Q96PU8,-3.83786763264435,-2.33236140066343
Q86W50,-8.96801803307616,-10.4151101375543
Q9BZR6,-1.06021249144612,-1.14135736594011
O43493,-4.66307392533319,-4.4005750210236
O14910,-0.055411020295107,0.154360582877795
Q86XN8,-4.56848306958397,-5.88082084979582
P58546,-8.21730934436363,-9.53591776552282
Q4LDG9,-4.71689222410767,-4.1918063305938
Q96T21,-3.42656070769044,-3.02686997382093
Q4VC31,-7.20191708456963,-23.2534966642115
P07686,-7.59722812625756,-6.92937960031334
P22304,-7.18057918129526,-7.16708874679779
P28329,-14.4809428173219,-3.46705419579292
Q8TBP0,-2.07375612085561,-2.77934883819483
Q13627,-7.30762900914578,-12.786285854664
Q9BT22,-2.50593442025472,-2.51074007241925
Q9Y5S9,-6.03919760853622,-8.6149801215907
Q5RKV6,-1.92111973506212,-2.25774707337984
Q96I99,-4.61467157866581,-23.2534966642115
Q9Y4C1,-3.80793571559882,-3.96443998338946
P13995,-5.1688986958677,-5.47011541721447
P13861,-6.85195020574996,-7.10675833266522
O95551,-5.72642279282632,-7.04589935434315
Q9H8Y8,-4.4531740353036,-4.35834046828618
Q9HD45,-8.980929109961,-5.13978711190408
Q05519,-3.43301325114195,-3.67205217431821
Q9UBW8,-1.4159046198151,-1.52317416526439
Q14684,-12.156160983755,-7.46894239507618
Q96B97,-3.36679411093342,-3.50013128280508
P78509,-5.71953931806452,-5.48329562013229
Q70EL1,-2.41226048922069,-2.65808404421763
Q9BWL3,-2.54987345661547,-2.84203380001123
Q99435,-10.2779058734914,-4.25679121909057
Q8NCN4,-15.0851158895562,-3.58850159948023
O00767,-3.22584776001222,-10.900595305543
O95394,-8.80207985846482,-9.59531127960022
P50416,-8.88467969741378,-4.64466734138261
Q969U7,-4.51771242387605,-4.78592575970342
Q7Z3C6,-6.7050071349125,-11.4015714951434
Q8TEU7,-5.24188193135979,-12.1217711414953
O95568,-2.56452414280407,-1.77041034581457
Q92830,-2.40446723228948,-2.24677305959608
P62979,-8.94691972750887,-12.8543824408558
Q9P0K9,1.71377903393774,-3.60137925221105
P40424,-23.2534966642115,-1.9566690669822
Q9BVL4,-3.73457356756108,-3.4575211482184
Q6NS38,-6.82816790367293,-6.63273479248207
A8MXV4,-6.52032122718656,-7.19125191539364
Q9BSJ5,-2.8378931021557,-12.4733694004146
Q86U38,-12.2207937315035,-7.44189842798236
P46019,-4.93895358035868,-18.7851467206464
P48163,-8.29012456223057,-8.29749817653168
Q8TBZ3,-3.57494803522729,-3.85648881693199
Q49A26,-5.50364812934258,-5.99300916868227
Q9UKD2,-1.71979749868031,-0.477853211387416
Q6ZTW0,-5.25051403453606,-6.01777353888332
Q96QE2,-6.2886987287433,-7.02220441070845
O43741,-2.01737718576577,-1.94088789635653
Q66PJ3,-4.31188459721337,-14.7609373074041
P62068,-12.3030984870078,-5.788560709691
P26373,-7.18485745061926,-6.30665256520672
P50452,-6.10285378027845,-23.2534966642115
Q8NDX5,-3.28165391074963,-2.73505356584237
Q9UL12,-5.6589881943466,-5.77984339533328
Q96MG7,-3.68658217891218,-4.15312514475097
Q9UNA4,-3.93116373310947,-4.03917677552098
Q8WYL5,-5.12115885782586,-5.34160855109603
O75147,-3.34581876140664,-2.87689369850271
P26599,-13.2526158345713,-2.80825658341065
Q8ND83,-4.73289282131173,-4.5616540652146
Q53G59,-14.1836532727289,-3.28037751291379
Q9NVR0,-1.32062199134989,-2.14121508436925
Q9Y6K8,-5.49649017014386,-15.9881270758023
Q8N944,-4.04188816523093,-4.97875554192915
Q96GW9,-6.26342151386376,-6.24967321372809
P62942,-11.93921969511,-8.28538973189765
Q9HCK1,-1.15554293299953,-0.765720549184272
P50749,-4.70359357480581,-4.74811735797711
Q9H0E9,-4.22288578922887,-4.27330713913098
Q8WUY1,-5.05289313475863,-15.7329897001431
Q92673,-11.7398213974324,-7.43982625925675
Q6IC98,-4.02599534669411,-5.0972218226953
Q96G01,-2.74713413261875,-2.2826026283726
Q13454,0.548759301736479,0.056135706793516
P62140,-0.762493852440803,-0.825398297518899
Q8N9N5,-4.04067581045269,-2.43001893584247
P52746,-3.98864006444861,-15.1612502276239
O94916,-2.23774562503966,-2.43850194914215
Q0VDF9,-16.5472916408764,-6.42426621828274
Q9Y5E8,-3.35938903354507,-3.39681585884234
O43402,-5.63939654380526,-6.1695454676488
Q13163,-2.85366590286871,-3.26416158219467
P46013,4.05269796577721,4.02440602782419
Q6P1N9,-7.11559360940757,-5.80929703403738
Q96N46,-6.69045173095467,-11.4832087234652
Q9NQT5,-7.46049182802422,-23.2534966642115
P53675,-6.95338032295111,-14.6131082555926
Q8IY95,-0.335516864479208,-0.391076963891387
Q9H898,0.01646212508957,0.0260888194656272
Q9UNP4,-6.17068244406026,-4.00880939584733
Q5T3I0,-9.8350770569417,-3.28438054252799
Q92828,-3.10551964080122,-3.10310618332559
P12814,-8.35354538203598,-7.80124071753038
Q96EP1,-1.47765037406596,-1.51819357576614
O95571,-16.0925964656623,-7.67766702218908
O75528,-4.87327114279237,-4.85690025154311
Q9H2J4,-4.95736885217498,-5.85005775832741
Q9Y4B5,-3.24234474085329,-3.45454128168658
O95926,-3.70867611122382,-3.62967293919875
P14543,-4.28525835761028,-14.5458260283627
Q6PL18,-10.5235654106103,-3.40089572409203
Q9H4K7,0.634934993286618,0.670320534333601
P13611,-0.879085335645441,-1.37207752002444
Q9BXA9,-1.06892629757407,-1.24739315560115
P62253,-7.84061811835126,-11.0787385152263
Q6PJI9,-1.27707636561494,-1.19293415104924
Q16539,-6.2867021877067,-3.79342647086539
Q9H0U9,-5.0255280880754,-15.0311855348814
Q15831,-10.8051094747279,-5.27971925116558
Q7Z4Q2,-4.50879862214043,-4.82760607661459
O94875,-5.77175557337619,-5.16119939517751
Q76B58,-6.85150499782953,-4.57070897309492
P50607,-1.58002940850688,-1.45953802034971
P50552,-6.90626713609388,-6.98259070605044
P31943,-14.2879136402568,-7.01516566168259
P01112,-7.74057088444484,-7.36060849247138
Q9H9J4,-11.9850560655743,-3.78400005401599
Q9UJY5,-10.2002986649914,-8.79727316780783
Q9BTN0,-5.78008267540201,-5.92881801524847
O95260,-9.81376818348831,-8.96441581915607
Q86TW2,-6.24039559360375,-14.8102321453646
O75581,-9.26667802079368,-8.55341626806154
P55211,-2.63425146160108,-2.75869284729277
Q9UM19,-1.35953256210811,-2.91891488758242
Q00537,-3.30919573732956,-3.43643408950386
Q14677,-3.42896233436098,-5.44112835060899
Q9NZ01,-8.78475432894115E-05,0.0296056510375745
O75140,-5.02554381543719,-5.17865779567128
Q96HY6,-7.22348988379111,-12.0760323877051
Q9NYK5,-6.23241115170886,-6.08954311904462
Q15906,-10.364838042646,-5.12093845616334
O14730,-5.32797811539666,-23.2534966642115
P55283,-11.0483895586105,-5.81292878608219
Q13823,-3.0953028578678,-3.19203578068499
Q8WZ19,-0.365325583446369,-0.935614076368774
Q9UBF8,-3.28110453138672,-5.1170808674167
Q9NX58,-4.10427059120029,-4.29715523605625
P62280,-5.28891488221962,-11.0772312110681
O75521,-2.84101100553108,-2.97500574298639
Q9GZN1,-6.10735060636854,-13.6021091431275
Q8NHP8,-8.25868444479116,-11.1222744064786
P98077,-2.24998044992775,-2.4888219609021
Q86UB2,-6.09681001572538,-7.01878243318044
O14967,-5.41676629738932,-13.1268367898432
Q92696,-23.2534966642115,-5.62352510328992
O15083,-2.53688040861566,-4.00543224171314
Q0VG06,-6.56143943523979,-6.18271418430111
P46087,-4.70889794662233,-4.30309470684622
Q8WTS6,-23.2534966642115,-6.45316832470039
Q99933,-8.22056858757752,-6.6004308019894
Q9H2H8,-5.75122708168145,-5.71248322547587
Q96RT1,-12.1368093675358,-5.07112904432141
P11277,-13.646719949955,-4.63333228289956
O95822,-3.59906367895723,-3.50953886192416
Q14681,-3.5206967109422,-6.10099558748288
Q8N5C6,-5.85716237075527,-5.41000258629093
Q5EBL8,-1.2190622927655,-1.22009116720703
Q92575,-6.78005114479015,-7.00389652528484
Q8TEP8,-4.78530972817448,-23.2534966642115
Q9P0J0,-7.77735768063642,-9.46740112262086
Q8IZ73,4.29005893864476,4.35348085181194
Q5FWE3,-3.6566920029774,-3.36742726799087
O00222,-2.9604125356212,-3.01949172443561
Q9HCE1,-11.2310668208972,-8.82337201502838